component,question number,text,topic
21.0,7.0,"7  The  diagram  shows  a  handle  with  three  forces,  each  100  N,  applied  to  it.  The  handle  is  free  to move. 100 N 100 N 100 N handle pivot What is the effect of the forces on the handle? A  The handle will move downwards. B  The handle will not move. C  The handle will turn anticlockwise (to the left). D  The handle will turn clockwise (to the right). PhysicsAndMathsTutor.com8  Objects  with  different  masses  are  hung  on  a  spring.  The  diagram  shows  how  much  the  spring stretches.",1. General Physics
21.0,10.0,10 cm 20 cm 100 g 30 cm M The extension of the spring is directly proportional to the mass hung on it. What is the mass of object M? A  110 g B  150 g C  200 g D  300 g PhysicsAndMathsTutor.com,1. General Physics
21.0,9.0,"9  A student adds weights to an elastic cord. He measures the length of the cord for each weight. He then plots a graph from the results, as shown. 0 0 1 2 3 4 weight / N Which length has he plotted on the vertical axis? A  measured length B  original length C D (measured length – original length) (measured length + original length) PhysicsAndMathsTutor.com",1. General Physics
21.0,10.0,10  A spring obeys Hooke’s law. Which graph is obtained by plotting the extension of the spring against the load applied? extension 0 0 A C extension load 0 0 extension extension B D load 0 0 load 0 0 load,1. General Physics
21.0,1.0,"1  The diagram shows an object of weight W and an object of weight Z balanced on a uniform metre rule. object of weight W a b 50 cm mark pivot object of weight Z metre rule Which equation relating to W, Z, a and b is correct? A B C D ZW a b W × Z = a × b W × a = Z × b W × (a + b) = Z",1. General Physics
21.0,5.0,"5  A student adds weights to an elastic cord. He measures the length of the cord for each weight. He then plots a graph from the results, as shown. 0 0 weight What has he plotted on the vertical axis? A  measured length B  original length C D (measured length + original length) (measured length – original length) PhysicsAndMathsTutor.com",1. General Physics
21.0,3.0,"3  The diagram shows an L-shaped piece of card suspended freely from a pin at B. When the card is pushed, it swings and then comes to a stop in the position shown. At which labelled point is the centre of mass of the card? card suspended from here A B C D",1. General Physics
21.0,4.0,4  Five identical bags of rice are balanced on a uniform beam by an object of mass 10 kg. five bags of rice 10 kg pivot Two more identical bags of rice are added to the other five. The average position of the bags on the beam does not change. What mass now balances the bags? A  3.5 kg B  7.0 kg C  12 kg D  14 kg PhysicsAndMathsTutor.com5  The diagram shows an unbalanced rod. Two loads X and Y can be moved along the rod. Y rod movement of rod X movement of rod pivot The rod turns in a clockwise direction as shown. Which action could make the rod balance? A  moving X to the left B  moving X to the right C  moving Y to the right D  moving the pivot to the left,1. General Physics
21.0,6.0,"6  The diagram shows a balance being used to find the weight of a baby. The weight of the basket can be ignored. At equilibrium, the pivot is nearer to the 40 N balancing weight than to the baby. centre of mass of beam pivot 40 N baby basket What is the weight of the baby? A less than 40 N B  40 N C  more than 40 N D impossible to tell without a scale on the beam PhysicsAndMathsTutor.com",1. General Physics
21.0,7.0,7  The diagram shows four objects on a flat surface. The centre of mass of each object is marked M. Which object is about to fall over? A M B M C M D M,1. General Physics
21.0,8.0,8  The diagram shows a uniform beam being used as a balance. The beam is pivoted at its centre. A 1.0 N weight is attached to one end of the beam. An empty pan weighing 0.2 N is attached to the other end of the beam. beam 1.0 N pivot pan (0.2 N) How many 0.1 N weights must be placed on the pan in order to balance the beam? A  5 B  8 C  10 D  12 PhysicsAndMathsTutor.com,1. General Physics
21.0,9.0,"9  A  heavy  beam  rests  on  two  supports.  The  diagram  shows  the  only  three  forces  F1,  F2  and  F3 acting on the beam. F1 F2 beam support support F3 The beam is in equilibrium. Which statement is correct? A  All the forces are equal in size. B  The resultant force on the beam is in the opposite direction to the resultant turning effect. C  The resultant force on the beam is zero and the resultant turning effect on the beam is zero. D  The total upward force is twice the total downward force. PhysicsAndMathsTutor.com",1. General Physics
21.0,10.0,10 The  diagrams  show  four  solid  cones.  The  centre  of  mass  of  each  cone  is  marked  by  a  point labelled M. Which cone is the most stable? A M B M C M D M,1. General Physics
21.0,2.0,"2  The diagrams show four objects A, B, C and D. The centre of mass M of each object is marked on the diagrams. Which object is not in equilibrium? A M B M C M D M PhysicsAndMathsTutor.com",1. General Physics
21.0,38.0,38  The diagram shows a cooling unit in a refrigerator. cooling unit Why is the cooling unit placed at the top? A  Cold air falls and warm air is displaced upwards. B  Cold air is a bad conductor so heat is not conducted into the refrigerator. C  Cold air is a good conductor so heat is conducted out of the refrigerator. D  Cold air remains at the top and so prevents convection. PhysicsAndMathsTutor.com39  Two identical copper cans are filled with boiling water. thermometer hot water copper can wool uninsulated can insulated can One can is insulated with wool. The temperature of the water in each can is taken every minute for several minutes. Graphs of the results are plotted. Which graph shows the results obtained? temperature A C temperature insulated uninsulated time temperature insulated uninsulated temperature time B D insulated uninsulated uninsulated insulated time time PhysicsAndMathsTutor.com,2. Thermal Physics
21.0,40.0,40  A substance loses thermal energy (heat) to the surroundings at a steady rate. The graph shows how the temperature of the substance changes with time. temperature P 0 0 Q time What could the portion PQ of the graph represent? A  gas condensing B  gas cooling C D liquid cooling liquid solidifying,2. Thermal Physics
21.0,41.0,"41  Two otherwise identical cars, one black and one white, are at the same initial temperature. The cars  are  left  in  bright  sunshine  and  their  temperatures  increase.  During  the  night  their temperatures decrease. Which car shows the greater rate of temperature increase and which car shows the greater rate of temperature decrease? PhysicsAndMathsTutor.com 42  A beaker of liquid is left on a laboratory bench. There is an electric fan in the laboratory causing a draught over the liquid. The liquid evaporates. Which row shows two changes that will both cause the liquid to evaporate more quickly? change to surface area of the liquid change to speed of fan A B C D decrease decrease decrease increase increase decrease increase increase",2. Thermal Physics
21.0,43.0,43  Which processes occur in a metal to cause thermal conduction? electron transfer proton transfer lattice vibration A B C D key = process occurs = process does not occur PhysicsAndMathsTutor.com,2. Thermal Physics
21.0,44.0,"44  A wooden beam is painted part black and part white. The beam absorbs infra-red radiation from the Sun during the day, and loses infra-red radiation to the surroundings at night. wooden beam Which part of the beam heats up more quickly during the day, and which part cools down more quickly at night? part heating up part cooling down more quickly more quickly A B C D black black white white black white black white",2. Thermal Physics
21.0,45.0,45  Which row shows the surface that is the better absorber and the surface that is the better emitter of infra-red radiation? better absorber better emitter A B C D black surface black surface black surface white surface white surface black surface white surface white surface PhysicsAndMathsTutor.com,2. Thermal Physics
21.0,48.0,"48  Two plastic cups are placed one inside the other. A small spacer keeps the two cups separated. Hot water is poured into the inner cup and a lid is put on top, as shown. lid hot water small spacer small air gap bench Which statement is correct? A  The bench is heated by convection from the bottom of the outer cup. B  The lid reduces the energy lost by convection. C  There is no thermal conduction through the sides of either cup. D  Thermal radiation is prevented by the small air gap. PhysicsAndMathsTutor.com",2. Thermal Physics
21.0,47.0,47  One end of a copper rod is heated. What is one method by which thermal energy is transferred in the copper rod? A  Free electrons transfer energy from the cooler end to the hotter end. B  Free electrons transfer energy from the hotter end to the cooler end. C  Molecules of copper move from the cooler end to the hotter end. D  Molecules of copper move from the hotter end to the cooler end. PhysicsAndMathsTutor.com,2. Thermal Physics
21.0,2.0,"2  Which statement about evaporation is correct? A  Evaporation causes the temperature of the remaining liquid to decrease. B  Evaporation does not occur from a cold liquid near its freezing point. C  Evaporation does not occur from a dense liquid, such as mercury. D  Evaporation occurs from all parts of a liquid.",2. Thermal Physics
21.0,3.0,3  A gas is stored in a sealed container of constant volume. The temperature of the gas increases. This causes the pressure of the gas to increase. What happens to the gas molecules during this pressure increase? A  The average kinetic energy of the molecules increases. B  The average separation of the molecules decreases. C  The average separation of the molecules increases. D  The volume of each molecule increases.,2. Thermal Physics
21.0,4.0,"4  A liquid is evaporating. The liquid is not boiling. Which statement about the liquid is correct? A  Any molecule can escape, and from any part of the liquid. B  Any molecule can escape, but only from the liquid surface. C  Only molecules with enough energy can escape, and only from the liquid surface. D  Only molecules with enough energy can escape, but from any part of the liquid. PhysicsAndMathsTutor.com",2. Thermal Physics
21.0,37.0,37  Food is kept in a cool-box which uses two ice packs to keep it cool. Where should the ice packs be placed to keep all the food as cool as possible? A  both at the bottom of the box B  both at the top of the box C  one at the front and one at the back of the box D  one on the left and one on the right of the box,2. Thermal Physics
21.0,6.0,"6  What causes the random, zig-zag movement (Brownian motion) of smoke particles suspended in air? A  air molecules colliding with smoke particles B  convection currents as the hot smoke rises C  smoke particles colliding with each other D  smoke particles reacting with oxygen molecules in the air",2. Thermal Physics
21.0,46.0,46  A  student  suggests  some  uses  for  containers  made  from  good  thermal  conductors  and  for containers made from poor thermal conductors. In which row are both suggested uses correct? good thermal conductor poor thermal conductor A B C D keeping a cold liquid at transferring thermal energy a low temperature quickly from a hot liquid keeping a hot liquid at keeping a cold liquid at a high temperature a low temperature transferring thermal energy transferring thermal energy quickly from a hot liquid quickly to a cold liquid transferring thermal energy keeping a hot liquid at quickly to a cold liquid a high temperature,2. Thermal Physics
21.0,5.0,5  The diagram shows a quantity of gas enclosed in a cylinder by a piston. gas cylinder piston moves to the left moves to the right The piston is moved to the left or to the right. The temperature of the gas is kept constant. Which row describes the effect of moving the piston slowly in the direction shown in the table? movement of piston speed of gas molecules pressure of gas A B C D to the left increases decreases to the left no change increases to the right increases decreases to the right no change increases,2. Thermal Physics
21.0,29.0,"29  The diagram shows a refrigerator. The cooling unit is placed at the top. The cooling unit cools the air near it. cooling unit What happens to the density of the air as it cools, and how does it move? density of the air movement of the air A B C D decreases moves down decreases stays at the top increases increases moves down stays at the top",2. Thermal Physics
21.0,35.0,"35  Two plastic cups are placed one inside the other. Hot water is poured into the inner cup and a lid is put on top, as shown. lid small spacer small air gap hot water bench Which statement is correct? A  Heat loss by radiation is prevented by the small air gap. B  No heat passes through the sides of either cup. C  The bench is heated by convection from the bottom of the outer cup. D  The lid is used to reduce heat loss by convection.",2. Thermal Physics
21.0,17.0,17  A  heating  engineer  fits  a  heater  to  the  ceiling  of  an  office  so  that  workers  in  the  office  are  kept warm. How does thermal energy reach the workers below the heater? A  conduction and convection B  convection and radiation C  convection only D radiation only PhysicsAndMathsTutor.com,2. Thermal Physics
21.0,7.0,"7  A sealed bottle of constant volume contains air. The air in the bottle is heated by the Sun. What  is  the  effect  on  the  average  speed  of  the  air  molecules  in  the  bottle,  and  the  average distance between them? average speed of air molecules A B C D decreases decreases increases increases average distance between air molecules decreases stays the same increases stays the same PhysicsAndMathsTutor.com",2. Thermal Physics
21.0,18.0,"18  Which row shows how heating changes the density of air, and the name of the method of energy transfer caused by this density change? 19  What is the name of the process of heat transfer using electromagnetic waves? A  conduction B  convection C  evaporation D radiation",2. Thermal Physics
21.0,20.0,"20  Ice is trapped by a metal gauze at the bottom of a tube containing water. The water is heated strongly at the top, but the ice only melts very slowly. water boiling heat metal gauze ice Why does the ice melt so slowly? A  Heat energy always travels upwards. B  Hot water is more dense than cold water. C  Metal gauze does not allow heat to pass through. D  Water is a poor conductor of heat. PhysicsAndMathsTutor.com",2. Thermal Physics
21.0,21.0,21  Which statement about the transfer of thermal energy is correct? A  All metals conduct thermal energy equally well. B  Convection can only occur in solids or liquids. C  Convection occurs in liquids because hot liquid is more dense than cold liquid. D  The radiation that transfers thermal energy is a type of electromagnetic radiation.,2. Thermal Physics
21.0,22.0,22  The  diagram  shows  a  heater  above  a  thermometer.  The  thermometer  bulb  is  in  the  position shown. heater air thermometer thermometer bulb Which row shows how the heat energy from the heater reaches the thermometer bulb? PhysicsAndMathsTutor.com 23  The  diagram  shows  an  air-conditioning  unit  on  the  wall  of  a  room.  The  unit  draws  in  warm  air from the room and releases cold air into the room. air-conditioning unit What happens to the cold air and why? cold air why? A B C D falls falls rises rises it is less dense than warm air it is more dense than warm air it is less dense than warm air it is more dense than warm air,2. Thermal Physics
21.0,24.0,24  Which statement about thermal radiation is correct? A B C D It can only occur in a vacuum. It involves movement of electrons through a material. It involves movement of atoms. It is infra-red radiation. PhysicsAndMathsTutor.com,2. Thermal Physics
21.0,25.0,25  One type of double glazing consists of two panes of glass separated by a vacuum. glass glass vacuum Which method or methods of energy transfer are prevented by the vacuum? A  conduction and convection B  conduction and radiation C  convection and radiation D radiation only,2. Thermal Physics
21.0,26.0,"26  Two methods by which thermal energy can be transferred are conduction and radiation. Which statement is correct? A  Conduction involves density changes in fluids. B  Conduction only occurs in solids. C  Radiation cannot occur in a vacuum. D  Radiation involves electromagnetic waves. PhysicsAndMathsTutor.com27  A heater is to be fitted in a room to warm the air throughout the room. The diagram shows two possible positions to fit the heater, P and Q. position Q room position P Which position is better and why? position osit why A B C D P P Q Q warmer air is less dense and rises warmer air is more dense and rises warmer air is less dense and falls warmer air is more dense and falls PhysicsAndMathsTutor.com",2. Thermal Physics
21.0,28.0,28  The diagram shows the cross-section of a vacuum flask containing a hot liquid in a cold room. X and Y are points on the inside surfaces of the walls of the flask. cold room hot liquid X Y vacuum How is thermal energy transferred between X and Y? A  by conduction and convection B  by conduction only C  by radiation and convection D  by radiation only PhysicsAndMathsTutor.com,2. Thermal Physics
21.0,30.0,"30  Which statement about the transfer of thermal energy is correct? A  Convection can occur in air, but only when the air is trapped. B  Convection can only occur in a gas. C  Radiation cannot occur in air. D  Radiation can occur in a vacuum, but convection cannot. PhysicsAndMathsTutor.com",2. Thermal Physics
21.0,31.0,"31  A man goes into a cold room and switches on a heater. The man then stands one metre away from the heater. He feels warmer almost immediately. room heater How is thermal energy transferred from the heater to the man so quickly? A B C D by conduction, convection and radiation by conduction only by convection only by radiation only",2. Thermal Physics
21.0,32.0,"32  A rod is made half of glass and half of copper. Four pins, A, B, C and D are attached to the rod by wax. The rod is heated in the centre as shown. Which pin falls off first? glass copper pin A pin B pin C pin D heat PhysicsAndMathsTutor.com",2. Thermal Physics
21.0,33.0,33  A piece of hot metal is held by a clamp in a cold room. The air next to the metal becomes hot. The density of the air changes and the air moves. clamp hot metal Which row shows the density change of the air and the direction in which the air moves? density of air movement of air A B C D decreases downwards decreases upwards increases downwards increases upwards,2. Thermal Physics
21.0,34.0,34  Why does convection take place in a liquid when it is heated? A  Liquids expand when they are heated. B  Liquids start to bubble when they get close to boiling point. C  Molecules in the liquid expand when they are heated. D  Molecules near to the surface of the liquid escape into the air. PhysicsAndMathsTutor.com,2. Thermal Physics
21.0,36.0,"36  An experiment is set up to find out which metal is the best conductor of heat. Balls are stuck with wax to rods made from different metals, as shown in diagram 1. The rods are heated at one end. Some of the balls fall off, leaving some as shown in diagram 2. Which labelled metal is the best conductor of heat? diagram 1 diagram 2 C B A D heated end before heating heated end after heating PhysicsAndMathsTutor.com",2. Thermal Physics
21.0,8.0,8  Air  in  a  sealed  syringe  is  slowly  compressed  by  moving  the  piston.  The  temperature  of  the  air stays the same. air syringe piston Which statement about the air is correct? A  The pressure of the air decreases because its molecules now travel more slowly. B  The pressure of the air decreases because the area of the syringe walls is now smaller. C  The  pressure  of  the  air  increases  because  its  molecules  now  hit  the  syringe  walls  more frequently. D  The pressure of the air increases because its molecules now travel more quickly.,2. Thermal Physics
21.0,37.0,37  Which diagram best shows the path of a gas molecule? A B C D PhysicsAndMathsTutor.com38  The diagram shows a sealed jar containing a gas. gas Which statement about the gas in the jar is correct? A  The gas molecules collide with the inside of the jar more often as the temperature increases. B  The gas molecules move more slowly as the temperature increases. C  The pressure of the gas decreases as the temperature increases. D  The pressure of the gas is higher at the top of the jar than at the bottom of the jar.,2. Thermal Physics
21.0,11.0,"11  A  pool  of  water  evaporates.  As  molecules  escape,  the  temperature  of  the  water  left  in  the  pool changes. From where do the molecules escape and what is the effect on the temperature of the water in the pool? molecules escape from temperature of water in the pool A B C D all parts of the liquid all parts of the liquid only the liquid surface only the liquid surface decreases increases decreases increases",2. Thermal Physics
21.0,42.0,42  The molecules of a substance become more closely packed and move more quickly. What is happening to the substance? A  A gas is being heated and compressed. B  A gas is being heated and is expanding. C  A liquid is boiling. D  A liquid is evaporating at room temperature.,2. Thermal Physics
21.0,43.0,"43 A metal block is heated until it is completely melted. It is then allowed to solidify. What happens to the mass of the metal during the changes of state? PhysicsAndMathsTutor.com 44  On a warm day, a swimmer climbs out of a swimming pool into the open air and water evaporates from his skin. As  the  water  evaporates,  which  molecules  escape  into  the  air  first  and  what  happens  to  the average speed of the remaining water molecules? first molecules to escape average speed of the remaining molecules A B C D least energetic decreases least energetic increases most energetic decreases most energetic increases",2. Thermal Physics
21.0,45.0,"45  Some air is trapped inside a metal can with a tightly fitting lid. tightly fitting lid metal can air heat When  the  can  is  heated  strongly  behind  a  safety  screen,  the  lid  is  blown  off  by  the  increased pressure inside the can. What causes the increase in pressure of the air inside the can? A  The air molecules expand and take up more room. B  The air molecules move more quickly. C  The number of molecules inside the can increases. D  The volume occupied by the molecules decreases. PhysicsAndMathsTutor.com",2. Thermal Physics
21.0,46.0,"46  A sealed gas cylinder is left outside on a hot, sunny day. What  happens  to  the  average  speed  of  the  molecules  and  to  the  pressure  of  the  gas  in  the cylinder as the temperature rises? 47  When a liquid evaporates, some molecules escape from it and its temperature changes. From where do the molecules escape and what is the effect on the temperature of the liquid? molecules escape from temperature of liquid A B C D all parts of the liquid decreases all parts of the liquid increases only the liquid surface decreases only the liquid surface increases PhysicsAndMathsTutor.com",2. Thermal Physics
21.0,48.0,48  Evaporation occurs when molecules escape from a liquid surface into the air above it. During this process the temperature of the liquid falls. Why does the temperature of the liquid fall? A  The molecules in the vapour expand because the pressure is less. B  The molecules left in the liquid have more space to move around. C  The molecules move more slowly when they escape into the air. D  The molecules with the highest energies escape into the air.,2. Thermal Physics
21.0,49.0,49  The  pressure  of  a  fixed  mass  of  gas  in  a  cylinder  is  measured.  The  volume  of  the  gas  in  the cylinder is then slowly decreased. The temperature of the gas does not change. Which graph could show the change of pressure of the gas during this process? pressure 0 0 A C pressure time 0 0 B D time pressure pressure 0 0 time 0 0 time PhysicsAndMathsTutor.com,2. Thermal Physics
21.0,41.0,41  Brownian motion is observed when looking at smoke particles in air using a microscope. What causes the smoke particles to move at random? A  Smoke particles are hit by air molecules. B  Smoke particles are moved by convection currents in the air. C  Smoke particles have different weights and fall at different speeds. D  Smoke particles hit the walls of the container. PhysicsAndMathsTutor.com,2. Thermal Physics
21.0,50.0,"50  A  beaker  contains  0.500 kg  of  water  at  a  temperature  of  3.0 °C.  The  beaker  is  heated,  and  the internal energy of the water increases by 21.0 kJ. The specific heat capacity of water is 4200 J / (kg °C). What is the temperature of the water after it has been heated? A  5.5 °C B  10.0 °C C  13.0 °C D  31.5 °C",2. Thermal Physics
21.0,52.0,"52  A sealed bottle of constant volume contains air. The air in the bottle is heated by the Sun. What  is  the  effect  on  the  average  speed  of  the  air  molecules  in  the  bottle,  and  the  average distance between them? average speed of air molecules average distance between air molecules A B C D decreases decreases decreases stays the same increases increases increases stays the same PhysicsAndMathsTutor.com",2. Thermal Physics
21.0,53.0,"53  Gases can be compressed, but liquids cannot. Which statement explains this difference? A  Each molecule in a gas is more compressible than each molecule in a liquid. B  Molecules in a gas are further apart than molecules in a liquid. C  Molecules in a gas attract each other more strongly than molecules in a liquid. D  Molecules in a gas move more slowly than molecules in a liquid.",2. Thermal Physics
21.0,54.0,54  The diagram shows a quantity of gas trapped in a cylinder. The piston is pushed in slowly and the gas is compressed. The temperature of the gas does not change. gas piston pushed in piston Which graph shows the relationship between the pressure and the volume of the gas? pressure 0 0 pressure volume 0 0 A C B D volume pressure pressure 0 0 volume 0 0 volume PhysicsAndMathsTutor.com,2. Thermal Physics
21.0,55.0,"55  Very small pollen grains are suspended in a beaker of water. A bright light shines from the side. Small,  bright  dots  of  light  are  seen  through  a  microscope.  The  dots  move  in  rapidly  changing, random directions. eye microscope light pollen grains in water What are the bright dots? A  pollen grains being hit by other pollen grains B  pollen grains being hit by water molecules C  water molecules being hit by other water molecules D  water molecules being hit by pollen grains",2. Thermal Physics
21.0,56.0,"56  A sealed gas cylinder is left outside on a hot, sunny day. What happens to the average speed of the gas molecules and to the pressure of the gas in the cylinder as the temperature of the gas rises? average speed of pressure of gas in gas molecules cylinder A B C D decreases decreases decreases increases increases increases decreases increases PhysicsAndMathsTutor.com",2. Thermal Physics
21.0,15.0,"15  In a refrigerator, the cooling unit can be fitted either at the top or at the bottom. In an oven, the heater can be fitted either at the top or at the bottom. Which row shows the best position for the cooling unit and the best position for the heater? 16  A girl is outdoors. She warms her hands by holding them near a fire, as shown. hands fire How does the heat from the fire reach her hands? A  conduction only B  convection and conduction C  convection and radiation D radiation only",2. Thermal Physics
21.0,51.0,"51  Smoke particles, illuminated by a bright light, are seen through a microscope. They move about randomly. What causes this motion? A  attraction between the smoke particles and the molecules of the air B  collisions between the smoke particles and the molecules of the air C  evaporation of the faster-moving smoke particles D  warming of the smoke particles by the lamp",2. Thermal Physics
21.0,40.0,"40  A closed flask of gas is placed in a cold-water bath. thermometer gas cold water As the flask cools, the temperature of the gas decreases. What happens to the molecules of the gas? A  They contract. B  They expand. C  They move more quickly. D  They move more slowly.",2. Thermal Physics
21.0,39.0,39  A block of ice cream is prevented from melting by wrapping it in newspaper soaked in water. The water evaporates from the newspaper. Which  molecules  escape  from  the  water  and  what  happens  to  the  average  speed  of  the  water molecules that remain in the newspaper? escaping molecules average speed of the remaining water molecules A B C D the less energetic ones the less energetic ones the more energetic ones the more energetic ones decreases increases decreases increases PhysicsAndMathsTutor.com,2. Thermal Physics
21.0,36.0,"36  A gas storage tank has a fixed volume. The graph shows how the temperature of the gas in the tank varies with time. temperature X Y time At time Y, the gas molecules are A  closer together than at time X. B  hitting the sides of the tank harder than at time X. C larger in size than at time X. D  moving more slowly than at time X.",2. Thermal Physics
21.0,12.0,"12  A block with flat, rectangular sides rests on a table. block table The block is now turned so that it rests with its largest side on the table. How has this change affected the force and the pressure exerted by the block on the table? PhysicsAndMathsTutor.com 13  Two states of matter are described as follows. In state 1, the molecules are very far apart. They move about very quickly at random in straight lines until they hit something. In state 2, the molecules are quite closely packed together. They move about at random. They do not have fixed positions. What is state 1 and what is state 2? state 1 state 2 A B C D gasas gas as liquid iqu solidolid liquid solid gas liquid",2. Thermal Physics
21.0,14.0,"14  Puddles of rain water remain after a storm. The water in the puddles gradually evaporates. How does the evaporation affect the temperature of the water remaining in the puddle, and how does it affect the average speed of the remaining water molecules in the puddle? temperature  of  water  in puddle average speed of water molecules in puddle A B C D decreases decreases increases increases decreases decreases increases increases PhysicsAndMathsTutor.com15  The diagram represents moving gas molecules in a sealed container of fixed volume. container gas molecule The temperature of the gas is now increased. What happens to the pressure of the gas, and what happens to the speed of the gas molecules? pressure of gas increases increases unchanged unchangedu A B C D speed of molecules increases increases unchanged unchanged",2. Thermal Physics
21.0,16.0,16  Small smoke particles suspended in air are viewed through a microscope. The smoke particles move randomly. What does this show? A  The air consists of fast-moving molecules. B  The pressure of the air is increasing. C  There are convection currents in the air. D  The temperature of the air is increasing.,2. Thermal Physics
21.0,17.0,17  Molecules  escape  from  a  liquid  during  evaporation.  The  temperature  of  the  remaining  liquid changes. Which molecules escape and how does the temperature change? molecules escaping temperature of remaining liquid A B C D least energetic decreases least energetic increases most energetic decreases most energetic increases PhysicsAndMathsTutor.com,2. Thermal Physics
21.0,18.0,18  The gas in a container is heated but is kept at constant volume. Why does the gas pressure increase? A  The molecules expand. B  The molecules increase in mass. C  The molecules move further apart. D  The molecules move more rapidly.,2. Thermal Physics
21.0,19.0,19  Which row is correct for the evaporation of a liquid? the particles escaping from the liquid are on the average kinetic energy of particles average remaining in the liquid A B C D the least energetic decreases the least energetic increases the most energetic decreases the most energetic increases,2. Thermal Physics
21.0,20.0,"20  A cylinder of constant volume contains a fixed mass of gas. The gas is cooled. What  happens  to  the  pressure  of  the  gas  and  what  happens  to  the  kinetic  energy  of  the  gas molecules? PhysicsAndMathsTutor.com 21  A swimmer feels cold after leaving warm water on a warm, windy day. Why does she feel cold even though the air is warm? A  The less energetic water molecules on her skin escape quickly. B  The more energetic water molecules on her skin do not escape quickly. C  The water on her skin does not evaporate quickly enough to keep her warm. D  The water on her skin evaporates quickly and cools her skin.",2. Thermal Physics
21.0,22.0,"22  The  diagrams  represent  the  molecules  in  two  different  states  of  matter.  The  arrows  show  the motion of the molecules. molecule state 1 state 2 What is state 1, and what is state 2? PhysicsAndMathsTutor.com 23  The water in a lake is at 5 °C. A diver measures the pressure of the water at two different depths in the lake. He repeats the measurements on a different day when the water is at 15 °C. The density of the water decreases when its temperature increases. Which combination of depth and temperature produces the greatest water pressure? 24  A car tyre has a constant volume. Why does the pressure of the air in the tyre increase when its temperature increases? A  The air molecules hit each other less often. B  The air molecules hit the inside of the tyre less often. C  The average speed of the air molecules in the tyre is greater. D  There are more air molecules in the tyre. PhysicsAndMathsTutor.com",2. Thermal Physics
21.0,25.0,25  Extremely small pollen grains in water are viewed through a microscope. The grains are seen to move continually and randomly. What is the reason for this random movement? A  The grains are moved by randomly moving water molecules. B  The grains are moved by random convection currents in the water. C  The grains are moved by random rays of light reflecting off them. D  The grains are moved by the random motion of their own atoms.,2. Thermal Physics
21.0,26.0,"26  A gas is compressed in a sealed cylinder by moving a piston. piston piston gas gas initial position after gas has been compressed Which row in the table states what happens to the density of the gas and to the pressure of the gas when it is compressed? PhysicsAndMathsTutor.com 27  During evaporation, molecules escape rapidly from the surface of a liquid. What happens to the average energy of the molecules of the remaining liquid and what happens to the temperature of the remaining liquid? 28  The diagram represents molecules of gas moving in a container. What happens to the gas molecules when the temperature of the gas increases? A  They move more quickly. B  They move more slowly. C  They vibrate more quickly. D  They vibrate more slowly. PhysicsAndMathsTutor.com",2. Thermal Physics
21.0,29.0,"29  A student places his thumb firmly on the outlet of a bicycle pump, to stop the air coming out. trapped air direction of motion handle What happens to the pressure and what happens to the volume of the trapped air as the pump handle is pushed in? pressure volume decreases decreases decreases remains the same increases decreases increases remains the same A B C D PhysicsAndMathsTutor.com",2. Thermal Physics
21.0,30.0,"30  The  diagram  shows  a  beaker  of  water.  Four  molecules  are  labelled.  The  relative  amount  of energy of each molecule is shown. Which molecule is most likely to escape from the liquid? molecule A (high energy) molecule C (high energy) molecule B (low energy) molecule D (low energy) 31  Some gas is trapped in a container of fixed volume. The temperature of the gas increases. Which graph shows how the pressure of the gas changes with temperature? A B pressure / Pa pressure / Pa 0 0 temperature / °C 0 0 temperature / °C C D pressure / Pa pressure / Pa 0 0 temperature / °C 0 0 temperature / °C PhysicsAndMathsTutor.com32  The  volume  of  a  gas  in  a  sealed  syringe  is  increased.  The  temperature  of  the  gas  does  not change. before change after change After this change is made, what has happened to the gas molecules in the syringe? A  They move more quickly. B  They move more slowly. C  They hit the syringe walls less often. D  They hit the syringe walls more often.",2. Thermal Physics
21.0,33.0,"33  Some liquid is poured into a metal dish on a wooden table. The dish, the liquid, the table and the air around the dish are all at the same temperature. metal dish liquid wooden table The temperature of the liquid now starts to decrease. What could cause this temperature decrease? A  convection currents in the liquid B  conduction of heat through the metal dish C  evaporation of the liquid D  heat radiation from the liquid PhysicsAndMathsTutor.com",2. Thermal Physics
21.0,34.0,"34  The diagram shows four labelled changes of state between solid, liquid and gas. solid P S liquid Q R gas Which changes need an energy input? A  P and Q B  Q and R C  R and S D  S and P",2. Thermal Physics
21.0,35.0,35  A thermometer bulb is covered by a piece of damp absorbent cloth. thermometer air damp cloth bulb Air at room temperature is blown across the damp cloth. What happens to the thermometer reading? A B C D It remains constant. It rises. It rises then falls. It falls. PhysicsAndMathsTutor.com,2. Thermal Physics
21.0,9.0,"9  Very small pollen grains are suspended in a beaker of water. A bright light shines from the side. Small,  bright  dots  of  light  are  seen  through  a  microscope.  The  dots  move  in  rapidly  changing, random directions. eye microscope light pollen grains in water What are the bright dots? A  pollen grains being hit by other pollen grains B  pollen grains being hit by water molecules C  water molecules being hit by other water molecules D  water molecules being hit by pollen grains PhysicsAndMathsTutor.com10  A sealed gas cylinder is left outside on a hot, sunny day. What happens to the average speed of the gas molecules and to the pressure of the gas in the cylinder as the temperature of the gas rises? average speed of pressure of gas in gas molecules cylinder A B C D decreases decreases decreases increases increases increases decreases increases",2. Thermal Physics
