year,month,component,question number,answer,text,screenshot_path
2016,w,23,22,C,22  What is not a property of Group I metals? A  They are soft and can be cut with a knife. B  They react when exposed to oxygen in the air. C  They produce an acidic solution when they react with water. D  They react rapidly with water producing hydrogen gas.,2016/winter/component23/q22
2016,w,23,23,D,23  Compound T is added to dilute hydrochloric acid and warmed gently. The mixture gives off a gas which turns acidified aqueous potassium manganate(VII) from purple to colourless. A flame test on compound T gives a lilac flame. What is compound T? A  sodium sulfate B  sodium sulfite C  potassium sulfate D  potassium sulfite,2016/winter/component23/q23
2016,w,23,24,C,"24  Part of the Periodic Table is shown. W Z X Y Which row correctly describes the properties of elements W, X, Y and Z? A B C D has variable oxidation states reacts with cold water very unreactive W X Z Z Y W W Y Z Y Y X has four outer shell electrons X Z X W 11",2016/winter/component23/q24
2016,w,23,25,D,25  Basic oxides and oxygen are used to convert iron into steel. Which statement is not correct? A  Carbon is converted into carbon dioxide. B  Silicon is converted into silicon(IV) oxide. C  The basic oxides react with acidic impurities to form slag. D  The oxygen reacts with the iron to produce hematite.,2016/winter/component23/q25
2016,w,23,26,A,26  The results of two experiments are given. 1  Cobalt displaces manganese from an aqueous solution of a manganese salt. 2  Manganese displaces silver from an aqueous solution of a silver salt. Three more experiments are carried out. 3  Cobalt is added to an aqueous solution of a silver salt. 4  Manganese is added to an aqueous solution of a cobalt salt. 5  Silver is added to an aqueous solution of a cobalt salt. In which experiments does a reaction take place? A  3 only B  3 and 4 C  4 and 5 D  5 only,2016/winter/component23/q26
2016,w,23,27,A,"27  Cryolite, Na3Al F6, is added to aluminium oxide in the electrolytic extraction of aluminium. What is the reason for this? A B C D to decrease the melting point of the electrolyte to protect the anodes to produce more aluminium to stop the aluminium reacting with air",2016/winter/component23/q27
2016,w,23,28,A,28  Different forms of steel contain different proportions of carbon. Steel P contains a high proportion of carbon. Steel Q contains a low proportion of carbon. Which statement is correct? A  P is stronger and more brittle than Q. B  P is stronger and less brittle than Q. C  P is less strong and more brittle than Q. D  P is less strong and less brittle than Q. [Turn over,2016/winter/component23/q28
2016,w,23,29,C,29  Air is a mixture of gases. Which gas is present in the largest amount? 12 A  argon B  carbon dioxide C  nitrogen D  oxygen,2016/winter/component23/q29
2016,w,23,30,B,30  Which information about carbon dioxide and methane is correct? carbon dioxide methane key  = true  = false A formed when vegetation decomposes B  greenhouse gas C  present in unpolluted air D  produced during respiration,2016/winter/component23/q30
2016,w,23,31,B,"31  A metal, X, is used to make oil pipelines. X corrodes in air and water. X can be protected from corrosion by attaching blocks of element Y. Which statement is correct? A  This process is known as galvanising. B  Y forms positive ions more readily than X. C  Y is an unreactive metal. D  Y is an unreactive non-metal.",2016/winter/component23/q31
2016,w,23,32,C,32  The Haber process for the manufacture of ammonia occurs at 450 °C and 250 atmospheres. The nitrogen and hydrogen are supplied in a 1:3 ratio by volume. The reaction is exothermic. N2(g)  +  3H2(g) 2NH3(g) ∆H = –92 kJ / mol Which change causes an increase in the yield of ammonia? A  decreasing the concentration of nitrogen B  decreasing the pressure C  decreasing the temperature D  using equal amounts of the two reactants 13,2016/winter/component23/q32
2016,w,23,33,B,33  The following scheme shows four stages in the conversion of sulfur to sulfuric acid. In which stage is a catalyst used? sulfur stage A air sulfur dioxide stage B air sulfur trioxide stage C concentrated sulfuric acid oleum concentrated sulfuric acid stage D water,2016/winter/component23/q33
2016,w,23,34,A,34  Slaked lime is used to neutralise an acidic soil. How does the pH of the soil change? A B C D from 6 7 8 8 to 7 8 7 6,2016/winter/component23/q34
2016,w,23,35,C,"35  Which  list  shows  the  fractions  obtained  from  distilling  petroleum,  in  order  of  increasing  boiling point? A  bitumen → diesel oil → fuel oil → lubricating oil B  diesel oil → gasoline → naphtha → kerosene C  gasoline → naphtha → kerosene → diesel oil D  kerosene → lubricating oil → naphtha → refinery gas [Turn over 14 catalyst and heat butene  +  hydrogen",2016/winter/component23/q35
2016,w,23,36,B,36  Butane reacts as shown. butane What is this type of reaction? A  combustion B  cracking C  polymerisation D reduction,2016/winter/component23/q36
2016,w,23,37,C,37  Substance Z has the following characteristics. 1 2 3 It burns in an excess of oxygen to form carbon dioxide and water. It is oxidised by air to form a liquid smelling of vinegar. It reacts with carboxylic acids to form esters. What is substance Z? A  ethane B  ethanoic acid C  ethanol D  ethyl ethanoate,2016/winter/component23/q37
2016,w,23,38,B,38  Ethanol is manufactured by the catalytic addition of steam to ethene and by fermentation. Which  row  shows  an  advantage  and  a  disadvantage  of  using  the  catalytic  addition  of  steam  to ethene compared to fermentation? A B C D advantage disadvantage fast fast the product is impure uses non-renewable materials the product is pure uses renewable materials slow slow,2016/winter/component23/q38
2016,w,23,39,C,39  The organic compound shown can be polymerised. Cl F 15 C CH3 C H Which diagram represents a section of the polymer? A C CH3 H C Cl Cl C CH3 C F F C H Cl C H CH3 C F Cl C CH3 F C H B D H C F C CH3 Cl Cl C CH3 H C F CH3 Cl C H Cl C F C F H C CH3 O C O C N H,2016/winter/component23/q39
2016,w,23,40,B,,
2017,m,22,1,A,1  A gas is released at point Q in the apparatus shown. point Q 2 Which gas changes the colour of the damp Universal Indicator paper most quickly? damp Universal Indicator paper A B C D gas relative molecular mass ammonia carbon dioxide chlorine hydrogen 17 44 71 2,2017/march/component22/q1
2017,m,22,2,B,2  The diagrams show liquids in a burette and a measuring cylinder. 27 28 50 40 30 burette measuring cylinder Which row shows the correct readings for the burette and the measuring cylinder? A B C D burette measuring cylinder 27.8 27.8 28.2 28.2 42 44 42 44,2017/march/component22/q2
2017,m,22,3,C,3  The diagram shows how muddy water can be purified. muddy water 3 fine sand gravel small pebbles clean water Which process for purifying the muddy water is shown? A  crystallisation B  distillation C filtration D  solvent extraction,2017/march/component22/q3
2017,m,22,4,C,4  Which statement explains why isotopes of an element have the same chemical properties? A  They have different numbers of neutrons. B  They have the same number of electrons as protons. C  They have the same number of electrons in the outer shell. D  They have the same number of protons in the nucleus. [Turn over,2017/march/component22/q4
2017,m,22,5,C,5  The formulae of some ions are shown. 4 positive ions negative ions Al 3+ Ca2+ Cu2+ Fe3+ K+ Br – CO3 2– NO3 – S2– SO4 2– In which row is the formula not correct? A B C D compound formula aluminium sulfate calcium nitrate iron(III) bromide potassium sulfide Al 2(SO4)3 Ca(NO3)2 Fe3Br K2S,2017/march/component22/q5
2017,m,22,6,C,6  Diamond and silicon(IV) oxide both have giant structures. Which statements are correct? 1  Both substances are compounds. 2  There are strong covalent bonds in diamond. 3  Silicon(IV) oxide is bonded ionically. 4  Both substances have very high melting points. A  1 and 2 B  2 and 3 C  2 and 4 D  3 and 4,2017/march/component22/q6
2017,m,22,7,A,7  Which statement about metals is correct? A  Layers of positive ions can slide over each other making metals malleable. B  Metallic bonding consists of a lattice of negative ions in a sea of delocalised electrons. C  Metallic bonding consists of a lattice of positive ions in a sea of delocalised negative ions. D  Metals conduct electricity because positive ions are free to move.,2017/march/component22/q7
2017,m,22,8,A,,
2017,m,22,9,D,,
2017,m,22,10,D,10  The diagram shows the electrolysis of aqueous copper(II) sulfate. – + carbon electrodes Which statement is correct? aqueous copper(II) sulfate A  Copper metal is deposited at the positive electrode. B C In the external circuit the electrons move from positive to negative. In the solution the electrons move from negative to positive. D  Oxygen gas is produced at the positive electrode. [Turn over,2017/march/component22/q10
2017,m,22,11,B,11  Four solutions are separately electrolysed. 6 experiment solution electrodes 1 2 3 4 dilute aqueous sodium chloride carbon aqueous copper(II) sulfate copper concentrated hydrochloric acid carbon dilute sulfuric acid carbon In which two experiments is a colourless gas evolved at the anode? A  1 and 2 B  1 and 4 C  2 and 3 D  3 and 4,2017/march/component22/q11
2017,m,22,12,D,,
2017,m,22,13,B,,
2017,m,22,14,B,"14  Copper(II) carbonate reacts with dilute sulfuric acid. CuCO3(s)  +  H2SO4(aq)  →  CuSO4(aq)  +  CO2(g)  +  H2O(l) The rate of the reaction can be changed by varying the conditions. Which changes always increase the rate of this chemical reaction? 1 2 3 4 increasing the concentration of sulfuric acid increasing the size of the pieces of copper(II) carbonate increasing the temperature increasing the volume of sulfuric acid A  1, 3 and 4 B  1 and 3 only  C  2 and 3 D  3 and 4 only",2017/march/component22/q14
2017,m,22,15,A,15  Which reaction is not affected by the presence of light? A  a candle burning B  methane reacting with chlorine C  photosynthesis D  silver bromide decomposing to form silver [Turn over,2017/march/component22/q15
2017,m,22,16,A,"16  The equation for the reversible reaction between hydrogen and iodine to form hydrogen iodide is shown. 8 The colours of the reactants and products are shown. H2(g)  +  I2(g) 2HI(g) colourless purple colourless The forward reaction is exothermic. Which statement is correct? A  An increase in pressure has no effect on the equilibrium position. B  The purple colour fades when the reaction mixture is heated. C  When equilibrium is reached, both forward and reverse reactions stop. D  When more hydrogen gas is added, the purple colour increases.",2017/march/component22/q16
2017,m,22,17,D,17  Chlorine displaces bromine from a solution of potassium bromide. Cl 2  +  2KBr  →  2KCl  +  Br2 What is the oxidising agent in this reaction? A  bromide ions B  bromine C  chloride ions D  chlorine,2017/march/component22/q17
2017,m,22,18,B,18  Beryllium oxide reacts with both sulfuric acid and aqueous sodium hydroxide. Which type of oxide is beryllium oxide? A  acidic B  amphoteric C  basic D  neutral,2017/march/component22/q18
2017,m,22,19,C,19  A student investigates two acids W and X. The same volumes of W and X are reacted separately with excess magnesium. 9 The student makes the following observations. 1  Hydrogen gas is produced at a faster rate with W than with X. 2  The total volume of hydrogen gas produced is the same for both acids. Which statement explains these observations? A  The pH of W is higher than the pH of X. B  W is an organic acid. C  W is a stronger acid than X. D  W is more concentrated than X.,2017/march/component22/q19
2017,m,22,20,D,"20  A student is given an unknown solution. Which two tests provide evidence that the solution is copper(II) sulfate? 1  adding dilute hydrochloric acid 2  adding aqueous sodium hydroxide 3  adding dilute nitric acid, then silver nitrate solution 4  adding dilute nitric acid, then barium nitrate solution A  1 and 3 B  1 and 4 C  2 and 3 D  2 and 4 [Turn over",2017/march/component22/q20
2017,m,22,21,B,21  The diagram shows the steps in the preparation of a salt. 10 step 1 step 2 step 3 step 4 Which salt is prepared by this method? A  barium sulfate B  copper(II) sulfate C  potassium sulfate D  sodium sulfate,2017/march/component22/q21
2017,m,22,22,C,22  Which property of elements increases across a period of the Periodic Table? A  metallic character B  number of electron shells C  number of outer shell electrons D tendency to form positive ions,2017/march/component22/q22
2017,m,22,23,C,,
2017,m,22,24,B,,
2017,m,22,25,D,,
2017,m,22,26,C,,
2017,m,22,27,D,27  Which substance produces sulfur dioxide when roasted in air? A  bauxite B  cryolite C  hematite D  zinc blende A,2017/march/component22/q27
2017,m,22,28,C,28  Which  metal  carbonate  does  not  produce  carbon  dioxide  when  it  is  heated  with  a  Bunsen burner? A  copper(II) carbonate B  magnesium carbonate C  sodium carbonate D  zinc carbonate [Turn over,2017/march/component22/q28
2017,m,22,29,B,"29  Two experiments are carried out. In experiment 1, copper is heated with steam. 12 In experiment 2, copper(II) oxide is heated with carbon. steam copper experiment 1 Which row describes what happens in experiments 1 and 2? copper(II) oxide and carbon heat experiment 2 A B C D experiment 1 experiment 2 no reaction no reaction no reaction reaction reaction no reaction reaction reaction",2017/march/component22/q29
2017,m,22,30,C,30  Which two gases are obtained from liquid air by fractional distillation? A  carbon dioxide and oxygen B  carbon dioxide and water vapour C  nitrogen and oxygen D  nitrogen and water vapour,2017/march/component22/q30
2017,m,22,31,A,"31  An experiment to find the percentage of oxygen in 150 cm3 of polluted air is shown. damp iron wool measuring cylinder 150 cm3 of polluted air water The apparatus is left for one week. After this time, the volume of gas in the measuring cylinder is 122 cm3. What is the percentage of oxygen, to the nearest whole number, in the polluted air? A  19% B  21% C  28% D  81% 13",2017/march/component22/q31
2017,m,22,32,B,"32  Two reactions, X and Y, produce carbon dioxide. X Y CH4 CO2 CaCO3 Which types of reaction are X and Y? A B C D X Y combustion combustion combustion thermal decomposition thermal decomposition combustion thermal decomposition thermal decomposition",2017/march/component22/q32
2017,m,22,33,C,33  The  ions  present  in  ammonium  sulfate  are  formed  from  the  products  of  the  Contact  and  Haber processes. Both of these processes involve the use of a catalyst. Which row is correct? A B C D ion formed from process catalyst ammonium ammonia Contact iron ammonium ammonia Haber vanadium(V) oxide sulfate sulfate sulfuric acid Contact vanadium(V) oxide sulfuric acid Haber iron,2017/march/component22/q33
2017,m,22,34,D,34  The table shows the composition of four different types of petroleum. fraction gasoline kerosene diesel oil fuel oil Arabian Heavy Arabian Light Iranian Heavy North Sea / % 18 11 18 53 / % 21 15 21 43 / % 21 13 20 46 / % 23 15 24 38 Which type of petroleum is best for the motor vehicle industry? A  Arabian Heavy B  Arabian Light C Iranian Heavy D  North Sea [Turn over,2017/march/component22/q34
2017,m,22,35,C,35  Which reaction of ethene is not an addition reaction? 14 A B C D reaction with bromine reaction with hydrogen reaction with oxygen reaction with steam,2017/march/component22/q35
2017,m,22,36,C,36  Ethanol is a fuel used in cars. It can be made from petroleum. C4H10  →  C2H4  +  C2H6 cracking C2H4  +  H2O  →  C2H5OH producing ethanol C2H5OH  +  3O2  →  2CO2  +  3H2O burning Compounds of how many homologous series appear in these equations? A  1 B  2 C  3 D  4,2017/march/component22/q36
2017,m,22,37,A,37  Ethanol is produced from either ethene or sugar. Which type of chemical reaction is used in each case? A B C D ethene → ethanol sugar → ethanol addition addition fermentation fractional distillation distillation fermentation distillation fractional distillation,2017/march/component22/q37
2017,m,22,38,C,38  The structural formula of an organic compound is shown. CH3CH2COOCH3 What is the name of this compound? A  butanoic acid B  ethyl ethanoate C  methyl propanoate D  propyl methanoate H C H,2017/march/component22/q38
2017,m,22,39,B,39  The diagram shows the structure of an important product. H H H 15 H H C H C H C C H C H C H This product is formed by …... 1 .….. of an .….. 2 …… . Which words complete gaps 1 and 2? A B C D 1 addition polymerisation addition polymerisation cracking cracking 2 alkane alkene alkane alkene,2017/march/component22/q39
2017,m,22,40,C,,
2017,s,21,1,D,"1  Small crystals of purple KMnO4 (Mr = 158) and orange K2Cr2O7 (Mr = 294) were placed at the centres  of  separate  petri  dishes  filled  with  agar  jelly.  They  were  left  to  stand  under  the  same physical conditions. After some time, the colour of each substance had spread out as shown. dish 1 dish 2 KMnO4 K2Cr2O7 The lengths of the arrows indicate the relative distances travelled by particles of each substance. Which statement is correct? A  Diffusion is faster in dish 1 because the mass of the particles is greater. B  Diffusion is faster in dish 2 because the mass of the particles is greater. C  Diffusion is slower in dish 1 because the mass of the particles is smaller. D  Diffusion is slower in dish 2 because the mass of the particles is greater.",2017/summer/component21/q1
2017,s,21,2,C,2  Pure water has a boiling point of 100 °C and a freezing point of 0 °C. What is the boiling point and freezing point of a sample of aqueous sodium chloride? A B C D boiling point / °C freezing point / °C 98 98 102 102 –2 2 –2 2,2017/summer/component21/q2
2017,s,21,3,D,3  A chromatogram obtained from the chromatography of four substances is shown. Which substance has an Rf value of 0.6? 3 solvent front 5.5 cm 5.2 cm 5.8 cm 6.3 cm baseline A B C D 10.5 cm,2017/summer/component21/q3
2017,s,21,4,B,4  Sodium reacts with chlorine to form sodium chloride. Which statements describe what happens to the sodium atoms in this reaction? 1  Sodium atoms form positive ions. 2  Sodium atoms form negative ions. 3  Sodium atoms gain electrons. 4  Sodium atoms lose electrons. A  1 and 3 B  1 and 4 C  2 and 3 D  2 and 4,2017/summer/component21/q4
2017,s,21,5,C,5  Diamond is extremely hard and does not conduct electricity. Which statement explains these properties? A B C D It has a lattice of positive carbon ions in a ‘sea of electrons’. It  has  delocalised  electrons  and  each  carbon  atom  forms  three  covalent  bonds  with  other carbon atoms. It has no delocalised electrons and each carbon atom forms four covalent bonds with other carbon atoms. It has strong ionic bonds between each carbon atom.,2017/summer/component21/q5
2017,s,21,6,D,6  Which statement about metals is not correct? A  Metals are malleable because the metal ions can slide over one another. B  Metals conduct electricity because electrons can move through the lattice. C  Metals consist of a giant lattice of metal ions in a ‘sea of electrons’. D  Metals have high melting points because of the strong attraction between the metal ions. [Turn over,2017/summer/component21/q6
2017,s,21,7,B,"7  Aluminium reacts with fluorine. 4 xAl (s)  +  y F2(g)  →  zAl F3(s) Which values of x, y and z balance the equation? A B C D x 1 2 3 4 y 2 3 2 3 z 1 2 3 4",2017/summer/component21/q7
2017,s,21,8,A,8  Carbon monoxide burns in oxygen to produce carbon dioxide. 2CO(g)  +  O2(g)  →  2CO2(g) Which mass of carbon dioxide is produced from 14 g of carbon monoxide? A  22 g B  28 g C  44 g D  88 g,2017/summer/component21/q8
2017,s,21,9,B,9  Which statement about electrolysis is correct? A  Electrons move through the electrolyte from the cathode to the anode. B  Electrons move towards the cathode in the external circuit. C  Negative ions move towards the anode in the external circuit. D  Positive ions move through the electrolyte towards the anode during electrolysis. 5,2017/summer/component21/q9
2017,s,21,10,B,10  The reactivity series for a number of different metals is shown. most reactive least reactive magnesium zinc iron copper silver platinum The diagram shows different metal strips dipped into an electrolyte. V metal strip metal strip Which pair of metals produces the highest voltage? electrolyte A  copper and magnesium B  magnesium and platinum C  magnesium and zinc D  silver and platinum,2017/summer/component21/q10
2017,s,21,11,B,11  Some properties of four fuels are shown in the table. Which  fuel  is  a  gas  at  room  temperature  and  makes  two  products  when  it  burns  in  a  plentiful supply of air? fuel A hydrogen B  methane C octane D wax formula  melting point / °C boiling point / °C H2 CH4 C8H18 C31H64 –259 –182 –57 60 –253 –164 126 400 [Turn over 6,2017/summer/component21/q11
2017,s,21,12,C,,
2017,s,21,13,B,,
2017,s,21,14,C,14  When sulfur is heated it undergoes a ......1...... change as it melts. Further heating causes the sulfur to undergo a ......2...... change and form sulfur dioxide. Which words complete gaps 1 and 2? A B C D 1 2 chemical chemical physical physical chemical physical chemical physical,2017/summer/component21/q14
2017,s,21,15,A,15  A student was investigating the reaction between marble chips and dilute hydrochloric acid. gas syringe bung marble chips 25 cm3 of dilute hydrochloric acid Which changes slow down the rate of reaction? A B C D temperature of acid concentration of acid surface area of marble chips decrease decrease increase increase decrease decrease decrease increase decrease increase decrease increase [Turn over 8,2017/summer/component21/q15
2017,s,21,16,C,"16  Nitrogen,  hydrogen  and  ammonia  gases  are  placed  inside  a  container.  The  container  is  then sealed. After some time, an equilibrium forms. Which statement describes the equilibrium in this container? N2(g)  +  3H2(g) 2NH3(g) A  The amount of ammonia remains constant from the moment the container is sealed. B  The amounts of ammonia, nitrogen and hydrogen in the container are always equal. C  The rate of formation of ammonia is equal to the rate of decomposition of ammonia. D  The rate of formation of ammonia is faster than the rate of decomposition of ammonia.",2017/summer/component21/q16
2017,s,21,17,D,17  An example of a redox reaction is shown. Zn  +  Cu2+  →  Zn2+  +  Cu Which statement about the reaction is correct? A  Zn is the oxidising agent and it oxidises Cu2+. B  Zn is the oxidising agent and it reduces Cu2+. C  Zn is the reducing agent and it oxidises Cu2+. D  Zn is the reducing agent and it reduces Cu2+.,2017/summer/component21/q17
2017,s,21,18,A,18  Zinc oxide is amphoteric. Which row describes the reactions of zinc oxide? reaction with hydrochloric acid reaction with aqueous sodium hydroxide (cid:22) (cid:22) (cid:26) (cid:26) (cid:22) (cid:26) (cid:22) (cid:26) key (cid:22)= reaction occurs (cid:26)= reaction does not occur A B C D,2017/summer/component21/q18
2017,s,21,19,C,19  Which row shows how the hydrogen ion concentration and pH of ethanoic acid compare to those of hydrochloric acid of the same concentration? 9 A B C D ethanoic acid compared to hydrochloric acid hydrogen ion concentration higher higher lower lower pH higher lower higher lower,2017/summer/component21/q19
2017,s,21,20,D,,
2017,s,21,21,D,,
2017,s,21,22,A,22  Which element is less reactive than the other members of its group in the Periodic Table? 10 A  astatine B  caesium C fluorine D rubidium,2017/summer/component21/q22
2017,s,21,23,C,23  The elements in Group IV of the Periodic Table are shown. carbon silicon germanium tin lead flerovium What does not occur in Group IV as it is descended? A  The proton number of the elements increases. B  The elements become more metallic. C  The elements have more electrons in their outer shells. D  The elements have more electron shells.,2017/summer/component21/q23
2017,s,21,24,D,24  Why are weather balloons sometimes filled with helium rather than hydrogen? A  Helium is found in air. B  Helium is less dense than hydrogen. C  Helium is more dense than hydrogen. D  Helium is unreactive.,2017/summer/component21/q24
2017,s,21,25,A,25  Metal X is added to a colourless aqueous solution of the sulfate of metal Y. A coloured solution is formed and metal Y is deposited at the bottom of the beaker. 11 Which row describes elements X and Y and their relative reactivity? A B C D type of element relative reactivity X is a transition element X is a transition element Y is a transition element Y is a transition element X is more reactive than Y Y is more reactive than X X is more reactive than Y Y is more reactive than X,2017/summer/component21/q25
2017,s,21,26,B,26  Element E: • • • What is E? forms an alloy has a basic oxide is below hydrogen in the reactivity series. A  carbon B  copper C  sulfur D  zinc from hematite.,2017/summer/component21/q26
2017,s,21,27,C,27  Zinc metal is extracted from its ore zinc blende in a similar method to that used to extract iron In which way is zinc extraction different from iron extraction? A  Carbon and carbon monoxide are the main reducing agents. B  Hot air at the base of the furnace reacts with coke to keep the furnace hot. C  The metal is removed as a vapour at the top of the furnace. D  The metal oxide is added into the top of the furnace. [Turn over 12,2017/summer/component21/q27
2017,s,21,28,C,28  Stainless steel is an alloy of iron and other metals. It is strong and does not rust but it costs much more than normal steel. What is not made from stainless steel? A  cutlery B  pipes in a chemical factory C railway lines D  saucepans,2017/summer/component21/q28
2017,s,21,29,A,"29  The diagram shows some uses of water in the home. 1 2 3 For which uses is it important for the water to have been treated? A  1 only B  2 only C  3 only D  1, 2 and 3",2017/summer/component21/q29
2017,s,21,30,D,30  Oxides of nitrogen are found in polluted air. Which statement about oxides of nitrogen is correct? A  Oxides of nitrogen are formed by the reaction of nitrogen with oxygen during the fractional distillation of liquid air. B  Oxides of nitrogen are formed in a car engine by the reaction of petrol with nitrogen from the air. C  Oxides  of  nitrogen  are  removed  from  exhaust  gases  by  reaction  with  carbon  dioxide  in  a catalytic converter. D  Oxides of nitrogen are removed from exhaust gases by reduction in a catalytic converter.,2017/summer/component21/q30
2017,s,21,31,D,31  Photosynthesis and respiration are important natural processes. Which statement is correct? 13 A  Carbon dioxide is formed by the reaction of glucose with water during photosynthesis. B  Carbon dioxide is removed from the air by respiration. C  Glucose reacts with water to form oxygen during respiration. D  Photosynthesis produces glucose and oxygen.,2017/summer/component21/q31
2017,s,21,32,C,32  Which row gives the conditions for the Haber process? temperature / °C pressure / atm catalyst A B C D 200 200 450 500 2 450 200 250 V2O5 Fe Fe V2O5,2017/summer/component21/q32
2017,s,21,33,C,33  Which statement about sulfuric acid is correct? A B C D It is made by the Haber process. It is made in the atmosphere by the action of lightning. It reacts with ammonia to produce a fertiliser. It reacts with copper metal to produce hydrogen gas.,2017/summer/component21/q33
2017,s,21,34,D,"34  Which statement is not correct? A  Converting limestone into lime is a thermal decomposition reaction. B  Flue gas desulfurisation is a neutralisation reaction. C D  Slaked lime is added to soil as a fertiliser. In the extraction of iron, calcium carbonate is converted into calcium oxide. [Turn over",2017/summer/component21/q34
2017,s,21,35,C,35  Which fraction of petroleum is not matched to its correct use? 14 A B C D fraction bitumen gasoline kerosene naphtha use making roads fuel for cars fuel for ships chemical industry,2017/summer/component21/q35
2017,s,21,36,C,36  The diagram shows the structures of two organic molecules. H H C H H C H O H H H C H H C H Which statement about these molecules is not correct? H O C H H C H H A  They are both alcohols. B  They both produce carbon dioxide and water when they burn in oxygen. C  They contain different functional groups. D  They have the same general formula.,2017/summer/component21/q36
2017,s,21,37,C,37  The diagram shows part of the molecule of a polymer. H H H H H H C H C H C H C H C H C H H C H H C H H C H Which diagram shows the monomer from which this polymer could be manufactured? A H C H H H H B H C H H C H H C C C H H H H D H C H H H C H O H,2017/summer/component21/q37
2017,s,21,38,C,38  Ethanol is manufactured by fermentation or by the catalytic addition of steam to ethene. Which statement is correct? 15 A  Fermentation uses a higher temperature than the catalytic addition of steam to ethene. B  Fermentation uses a non-renewable resource. C  The catalytic addition of steam to ethene produces purer ethanol than fermentation. D  The catalytic addition of steam to ethene uses a biological catalyst.,2017/summer/component21/q38
2017,s,21,39,B,39  The structure of an ester is shown. H Which row is correct? H C H H C H C O O H C H H A B C D name of ester names of the carboxylic acid and the alcohol used to form the ester methyl propanoate methyl propanoate propyl methanoate propyl methanoate methanoic acid and propanol methanol and propanoic acid methanoic acid and propanol methanol and propanoic acid,2017/summer/component21/q39
2017,s,21,40,C,,
2017,s,22,1,D,"1  Small crystals of purple KMnO4 (Mr = 158) and orange K2Cr2O7 (Mr = 294) were placed at the centres  of  separate  petri  dishes  filled  with  agar  jelly.  They  were  left  to  stand  under  the  same physical conditions. 2 After some time, the colour of each substance had spread out as shown. dish 1 dish 2 KMnO4 K2Cr2O7 The lengths of the arrows indicate the relative distances travelled by particles of each substance. Which statement is correct? A  Diffusion is faster in dish 1 because the mass of the particles is greater. B  Diffusion is faster in dish 2 because the mass of the particles is greater. C  Diffusion is slower in dish 1 because the mass of the particles is smaller. D  Diffusion is slower in dish",2017/summer/component22/q1
2017,s,22,2,C,2 because the mass of the particles is greater. Impurities change the melting and boiling points of substances. Sodium chloride is added to a sample of pure water. How does the addition of sodium chloride affect the melting point and boiling point of the water? A B C D melting point boiling point increases increases decreases decreases increases decreases increases decreases 2 3,2017/summer/component22/q2
2017,s,22,3,A,3  The diagram shows a chromatogram of four substances. Which substance has an Rf value of approximately 0.32? solvent front baseline A B C D 19 cm 14 cm 12 cm 6 cm 4 cm 0 cm,2017/summer/component22/q3
2017,s,22,4,A,4  Which element does not form a stable ion with the same electronic structure as argon? A  aluminium B  chlorine C  phosphorus D  potassium,2017/summer/component22/q4
2017,s,22,5,B,5  Graphite and diamond are both forms of the element carbon. Which row shows the number of other carbon atoms that each carbon atom is covalently bonded to in graphite and diamond? A B C D graphite diamond 3 3 4 4 3 4 3 4 [Turn over,2017/summer/component22/q5
2017,s,22,6,B,6  Which statement describes metallic bonding? 4 A  The attraction between a lattice of negative ions and delocalised protons. B  The attraction between a lattice of positive ions and delocalised electrons. C  The attraction between delocalised protons and electrons. D  The attraction between oppositely charged ions.,2017/summer/component22/q6
2017,s,22,7,B,7  Which equations are balanced? 1  Fe2O3  +  3CO  →  2Fe  +  3CO2 2  ZnCO3  +  2HCl  →  ZnCl 2  +  CO2  +  2H2O 3  Mg(NO3)2  +  NaOH  →  Mg(OH)2  +  2NaNO3 4  CaCO3  +  H2SO4  →  CaSO4  +  H2O  +  CO2 A  1 and 2 B  1 and 4 C  2 and 3 D  3 and 4,2017/summer/component22/q7
2017,s,22,8,A,"8  Calcium carbide, CaC2, reacts with water to form ethyne, C2H2, and calcium hydroxide. The equation for the reaction is shown. CaC2(s)  +  2H2O(l)  →  C2H2(g)  +  Ca(OH)2(s) Which volume of ethyne is produced when 6 g of water react completely with calcium carbide? A  4 dm3 B  8 dm3 C  36 dm3 D  72 dm3",2017/summer/component22/q8
2017,s,22,9,B,9  Which statement about electrolysis is correct? A  Electrons move through the electrolyte from the cathode to the anode. B  Electrons move towards the cathode in the external circuit. C  Negative ions move towards the anode in the external circuit. D  Positive ions move through the electrolyte towards the anode during electrolysis. 5,2017/summer/component22/q9
2017,s,22,10,B,10  The reactivity series for a number of different metals is shown. most reactive least reactive magnesium zinc iron copper silver platinum The diagram shows different metal strips dipped into an electrolyte. V metal strip metal strip Which pair of metals produces the highest voltage? electrolyte A  copper and magnesium B  magnesium and platinum C  magnesium and zinc D  silver and platinum,2017/summer/component22/q10
2017,s,22,11,B,11  Which statement about fuels is correct? A  Heat energy can only be produced by burning fuels. B  Hydrogen is used as a fuel although it is difficult to store. C  Methane is a good fuel because it produces only water when burned. D  Uranium is burned in air to produce energy.,2017/summer/component22/q11
2017,s,22,12,C,,
2017,s,22,13,B,,
2017,s,22,14,A,14  A gas is produced when calcium carbonate is heated. Which type of change is this? A  chemical B  exothermic C  physical D  separation,2017/summer/component22/q14
