year,month,component,question number,answer,text,screenshot_path,ms_path,marks
2016.0,w,21,38.0,,38  Why is yeast used in bread-making? A  Aerobic respiration produces alcohol. B  Aerobic respiration produces lactic acid. C  Anaerobic respiration produces alcohol. D  Anaerobic respiration produces carbon dioxide. [Turn over,screenshots/biology/2016/winter/component21/q38,,
2016.0,w,22,1.0,,1  Which characteristic of living organisms is responsible for the production of oxygen in the leaf of a plant exposed to sunlight? 2 A  excretion B  movement C  nutrition D respiration,screenshots/biology/2016/winter/component22/q1,,
2016.0,w,22,2.0,,2  The scientific name for humans is Homo sapiens. What does Homo refer to? A  arthropod B  genus C  kingdom D  species,screenshots/biology/2016/winter/component22/q2,,
2016.0,w,22,3.0,,3  The diagram shows an insect. Use the key to identify the insect. 1  wings present  ...........................................   go to 2 wings absent  ............................................   A 2 two pairs of wings  .....................................   go to 3 one pair of wings  ......................................   B 3  wings with circular markings  .....................   C wings without circular markings  ................   D 4  Which diagram represents a typical plant cell? A B C D 3,screenshots/biology/2016/winter/component22/q3,,
2016.0,w,22,5.0,,5  A student draws a diagram of a mitochondrion. The diagram has a magnification of ×20 000. The diagram is 5 cm long. What is the actual size of the mitochondrion? A  0.00025 µm B  0.0025 µm C  0.025 µm D  2.5 µm,screenshots/biology/2016/winter/component22/q5,,
2016.0,w,22,8.0,,8  The graph shows the effect of temperature on an enzyme-controlled reaction. 4 rate of reaction 0 20 40 temperature / °C 60 Which statement describes the effect of temperature on this reaction? A  As the temperature increases to 25 °C the reaction speeds up. B  Between 10 °C and 20 °C the enzyme stops working. C  Between 35 °C and 45 °C the enzyme stops working. D  The optimum temperature for this reaction is 40 °C.,screenshots/biology/2016/winter/component22/q8,,
2016.0,w,22,9.0,,9  Curve X on the graph shows the effect of light intensity on the rate of photosynthesis. rate of photosynthesis X Y light intensity How have the conditions changed to produce curve Y? A  decreased concentration of carbon dioxide B  decreased light intensity C D increased concentration of carbon dioxide increased light intensity,screenshots/biology/2016/winter/component22/q9,,
2016.0,w,22,10.0,,10  An experiment is set up to investigate gas exchange in aquatic plants. 5 black paper hydrogencarbonate indicator solution aquatic plant The hydrogencarbonate indicator solution is orange at the start. Which colour is it after three hours? A  blue-black B  orange C  purple D  yellow,screenshots/biology/2016/winter/component22/q10,,
2016.0,w,22,11.0,,11  The roots of plants take up nitrates from the soil. What are the nitrates used to make? A fat B  glucose C  protein D  starch,screenshots/biology/2016/winter/component22/q11,,
2016.0,w,22,12.0,,12  What is the main cause of kwashiorkor? A B C D insufficient insufficient energy protein [Turn over 6,screenshots/biology/2016/winter/component22/q12,,
2016.0,w,22,13.0,,13  What functions are carried out by the small intestine? A B C D absorption of digested food absorption of water ingestion,screenshots/biology/2016/winter/component22/q13,,
2016.0,w,22,14.0,,14  The graph shows the effect of pH on the activity of a human digestive enzyme. rate of reaction 0 1 3 2 pH 4 What is the enzyme? A  amylase B  maltase C  pepsin D trypsin,screenshots/biology/2016/winter/component22/q14,,
2016.0,w,22,15.0,,15  The diagram shows the stem of a plant. A strip of the outer tissue including the phloem has been removed. 7 xylem phloem How is transport in the plant affected? A  Amino acids and sugar cannot pass to the roots. B  Dissolved salts cannot pass to the leaves. C  Water cannot pass to the leaves. D  Water cannot pass to the roots.,screenshots/biology/2016/winter/component22/q15,,
2016.0,w,22,16.0,,16  A plant shoot is placed in a solution of a dye. The dye moves up the stem. Under which conditions will the dye move slowest? A B C D temperature humidity high high low low high low high low,screenshots/biology/2016/winter/component22/q16,,
2016.0,w,22,17.0,,17  Which substance is moved by translocation in a flowering plant? A  amino acid B  cellulose C fat D  starch [Turn over 8,screenshots/biology/2016/winter/component22/q17,,
2016.0,w,22,18.0,,18  The diagram shows a section through the heart. Which is an atrioventricular valve in the right side of the heart? A D B C,screenshots/biology/2016/winter/component22/q18,,
2016.0,w,22,19.0,,19  What is a correct function of the lymphatic system? A  protects body from heat loss B  protects body from infection C D transports blood to lymph nodes transports urea to the kidneys,screenshots/biology/2016/winter/component22/q19,,
2016.0,w,22,20.0,,"20  The diagram shows human blood cells, as seen under a microscope. X What is the function of cell X? A B C D to carry glucose to carry oxygen to defend against disease to make the blood clot",screenshots/biology/2016/winter/component22/q20,,
2016.0,w,22,21.0,,21  Which change occurs during blood clotting? 9 A fibrinogen to fibrin B  glucose to glycogen C  haemoglobin to oxyhaemoglobin D  maltose to glucose,screenshots/biology/2016/winter/component22/q21,,
2016.0,w,22,22.0,,22  How does passive immunity differ from active immunity? In passive immunity A  antibodies are produced by lymphocytes. B C immunity depends on vaccination. immunity is specific to one type of antigen. D  no memory cells are produced.,screenshots/biology/2016/winter/component22/q22,,
2016.0,w,22,23.0,,"23  After a race, athletes experience oxygen debt. The diagram shows how the oxygen debt is removed. lactic acid forms in the muscles X lactic acid moves in the blood to the liver deep breathing continues, supplying extra oxygen What happens at X? A  aerobic respiration of glucose B  aerobic respiration of lactic acid C  anaerobic respiration of glucose D  anaerobic respiration of lactic acid",screenshots/biology/2016/winter/component22/q23,,
2016.0,w,22,24.0,,24  What is the equation for anaerobic respiration in yeast? A  C6H12O6  +  6O2  →  6CO2  +  6H2O B  C6H12O6  →  2C3H6O3 C  C6H12O6  →  2C2H5OH  +  2CO2 D  6CO2  +  6H2O  →  C6H12O6  +  6O2 [Turn over,screenshots/biology/2016/winter/component22/q24,,
2016.0,w,22,25.0,,"25  In a kidney tubule, which substances are filtered out of the blood in the glomerulus? 10 A  glucose, protein, salts and water B  glucose, protein, urea and water C  glucose, salts, urea and water D  protein, salts, urea and water",screenshots/biology/2016/winter/component22/q25,,
2016.0,w,22,26.0,,"26  When  the  blood  glucose  concentration  is  low,  which  hormone  is  released  and  which  organ releases it? A B C D hormone organ glucagon liver glucagon pancreas insulin insulin liver pancreas",screenshots/biology/2016/winter/component22/q26,,
2016.0,w,22,27.0,,27  The diagram shows seedlings in two experiments on the tropic response of seedlings to gravity 11 and light. Experiment 1 to show the effect of gravity shoot shoot start of experiment in the dark 3 days later Experiment 2 to show the effect of light shoot shoot light from one side start of experiment 3 days later How have the seedlings responded? A B C D to gravity to light key = tropic response shown = no tropic response shown,screenshots/biology/2016/winter/component22/q27,,
2016.0,w,22,28.0,,28  When does fertilisation occur in humans? A  when an egg is released B  when implantation occurs C  when sperm and egg nuclei fuse D  when sperm are released [Turn over,screenshots/biology/2016/winter/component22/q28,,
2016.0,w,22,29.0,,29  What describes the nuclei in human reproduction? 12 A B C D egg diploid diploid haploid haploid sperm diploid diploid haploid haploid zygote diploid haploid diploid haploid,screenshots/biology/2016/winter/component22/q29,,
2016.0,w,22,30.0,,30  Which feature allows the sperm to dissolve the jelly coating of the egg cell? A  acrosome B flagellum C  mitochondria D  nucleus,screenshots/biology/2016/winter/component22/q30,,
2016.0,w,22,31.0,,31  The graph shows a hormone that is involved in controlling the human female menstrual cycle. concentration of hormone 0 14 time / days 28 Which hormone is shown by the curve? A  FSH B  LH C  oestrogen D  progesterone,screenshots/biology/2016/winter/component22/q31,,
2016.0,w,22,32.0,,32  Which combination of chromosomes from egg and sperm cells will produce a boy? A B C D egg sperm X X Y Y X Y X Y,screenshots/biology/2016/winter/component22/q32,,
2016.0,w,22,33.0,,33  What happens in meiosis? 13 A B C D genetically identical chromosome number cells produced is halved,screenshots/biology/2016/winter/component22/q33,,
2016.0,w,22,34.0,,34  What is the inheritance of colour blindness an example of? A  co-dominance B  continuous variation C reduction division D  sex linkage,screenshots/biology/2016/winter/component22/q34,,
2016.0,w,22,36.0,,36  Which is an adaptive feature of hydrophytes? A B large network of roots leaves covered with spines C  stomata on the upper surface of the leaves D  water storage in stem,screenshots/biology/2016/winter/component22/q36,,
2016.0,w,22,37.0,,"37  Which structures, found in bacteria, make them useful in genetic engineering? A  cell walls B  membranes C  plasmids D  mitochondria [Turn over 14",screenshots/biology/2016/winter/component22/q37,,
2016.0,w,22,38.0,,38  Why is yeast used in bread-making? A  Aerobic respiration produces alcohol. B  Aerobic respiration produces lactic acid. C  Anaerobic respiration produces alcohol. D  Anaerobic respiration produces carbon dioxide.,screenshots/biology/2016/winter/component22/q38,,
2016.0,w,22,40.0,,"40  When raw sewage is discharged into a stream, what is a result of eutrophication? A  decreased oxygen concentration caused by decreased bacterial activity B  decreased oxygen concentration caused by increased bacterial activity increased oxygen concentration caused by decreased bacterial activity increased oxygen concentration caused by increased bacterial activity C D 15",screenshots/biology/2016/winter/component22/q40,,
2016.0,w,23,1.0,,1  Breathing out combines which two characteristics of living organisms? 2 A  excretion and movement B  excretion and respiration C  movement and sensitivity D  sensitivity and respiration,screenshots/biology/2016/winter/component23/q1,,
2016.0,w,23,2.0,,2  Scientists discover a new species of animal. It has a segmented body with two pairs of legs on each segment. To which group of animals does this new species belong? A  arachnids B  crustaceans C D  myriapods insects,screenshots/biology/2016/winter/component23/q2,,
2016.0,w,23,3.0,,3  The diagram shows an insect. Use the key to identify the insect. 1  wings present  ...........................................   go to 2 2 wings absent  ............................................   A two pairs of wings  .....................................   go to 3 one pair of wings  ......................................   B 3  wings with circular markings  .....................   C wings without circular markings  ................   D 4  Which feature shows that a cell is a plant cell? A  cell membrane B  cell wall C  cytoplasm D  nucleus,screenshots/biology/2016/winter/component23/q3,,
2016.0,w,23,5.0,,5  The diagram shows an image of a chloroplast. The image is 5 cm long. 3 The actual length of the chloroplast is 5 µm. What is the magnification of the image? A  ×10 B  ×1000 C  ×10 000 D  ×100 000,screenshots/biology/2016/winter/component23/q5,,
2016.0,w,23,8.0,,8  The graph shows how the activity of an enzyme varies with temperature. 4 rate of enzyme activity 0 10 20 30 40 50 temperature / °C 60 70 What is the best or optimum temperature for this enzyme and at what temperature is the enzyme not working? A B C D temperature / °C best not working 30 30 50 50 0 60 0 60,screenshots/biology/2016/winter/component23/q8,,
2016.0,w,23,9.0,,9  How does a plant use the sugar that it makes? stored as starch used for photosynthesis used for respiration used to make cellulose A B C D (cid:22) (cid:22) (cid:22) (cid:26) (cid:22) (cid:22) (cid:26) (cid:22) (cid:22) (cid:26) (cid:22) (cid:22) (cid:26) (cid:22) (cid:22) (cid:22),screenshots/biology/2016/winter/component23/q9,,
2016.0,w,23,10.0,,"10  The diagram shows a leaf as seen in cross-section under the microscope. 5 1 2 3 What are tissues 1, 2 and 3? A B C D 1 epidermis epidermis palisade mesophyll spongy mesophyll 2 3 palisade mesophyll spongy mesophyll epidermis spongy mesophyll palisade mesophyll spongy mesophyll palisade mesophyll epidermis",screenshots/biology/2016/winter/component23/q10,,
2016.0,w,23,11.0,,11  The roots of plants take up nitrates from the soil. What are the nitrates used to make? fat A B  glucose C  protein D  starch [Turn over,screenshots/biology/2016/winter/component23/q11,,
2016.0,w,23,12.0,,12  Which disease do children suffer from if they do not get enough iron from their diet? A  anaemia 6 B  kwashiorkor C  marasmus D rickets,screenshots/biology/2016/winter/component23/q12,,
2016.0,w,23,13.0,,"13  What is the correct order of the processes that take place in the alimentary canal? A  absorption, digestion, ingestion, egestion B  digestion, ingestion, egestion, absorption C  egestion, digestion, absorption, ingestion D ingestion, digestion, absorption, egestion A B C D",screenshots/biology/2016/winter/component23/q13,,
2016.0,w,23,16.0,,16  Which changes in atmospheric conditions can cause a plant to wilt? A B C D humidity decrease decrease increase increase temperature decrease increase decrease increase,screenshots/biology/2016/winter/component23/q16,,
2016.0,w,23,17.0,,17  Which substance is moved by translocation in a flowering plant? A  amino acid B  cellulose C D  starch fat,screenshots/biology/2016/winter/component23/q17,,
2016.0,w,23,18.0,,18  What is a double circulation? A  Blood circulates through arteries and veins. B  Blood circulates through two hearts. C  Blood flows through the heart twice for each circulation. D  Blood flows twice around the body before going to the lungs. [Turn over 8,screenshots/biology/2016/winter/component23/q18,,
2016.0,w,23,19.0,,19  The graph shows the thickness of the muscular wall in each of the four chambers of the heart. Which chamber is the right ventricle? thickness of muscular wall A B C D,screenshots/biology/2016/winter/component23/q19,,
2016.0,w,23,20.0,,"20  The diagram shows human blood cells, as seen under a microscope. X heart chamber What is the function of cell X? A B C D to carry glucose to carry oxygen to defend against disease to make the blood clot",screenshots/biology/2016/winter/component23/q20,,
2016.0,w,23,21.0,,21  What are disease-causing organisms? A  antibodies B  pathogens C  phagocytes D  vaccines,screenshots/biology/2016/winter/component23/q21,,
2016.0,w,23,22.0,,22  Which row describes active immunity? 9 A B C D depends on phagocytes memory cells are produced (cid:22) (cid:22) (cid:26) (cid:26) (cid:22) (cid:26) (cid:22) (cid:26),screenshots/biology/2016/winter/component23/q22,,
2016.0,w,23,23.0,,"23  After a race, athletes experience oxygen debt. The diagram shows how the oxygen debt is removed. lactic acid forms in the muscles X lactic acid moves in the blood to the liver deep breathing continues, supplying extra oxygen What happens at X? A  aerobic respiration of glucose B  aerobic respiration of lactic acid C  anaerobic respiration of glucose D  anaerobic respiration of lactic acid",screenshots/biology/2016/winter/component23/q23,,
2016.0,w,23,24.0,,24  What is the equation for aerobic respiration in plants? A  C6H12O6 + 6O2  →  6CO2 + 6H2O B  C6H12O6  →  2C3H6O3 C  6CO2 + 6H2O  →  C6H12O6 + 6O2 D  C6H12O6  →  2C2H5OH + 2CO2 [Turn over,screenshots/biology/2016/winter/component23/q24,,
2016.0,w,23,25.0,,25  The diagram shows a vertical section through the front part of an eye when viewing a near object. 10 R S What describes structures R and S? A B C D R under tension S contracted (cid:22) (cid:22) (cid:26) (cid:26) (cid:22) (cid:26) (cid:22) (cid:26),screenshots/biology/2016/winter/component23/q25,,
2016.0,w,23,26.0,,"26  When  the  blood  glucose  concentration  is  low,  which  hormone  is  released  and  which  organ releases it? A B C D hormone glucagon glucagon insulin insulin organ liver pancreas liver pancreas 11",screenshots/biology/2016/winter/component23/q26,,
2016.0,w,23,27.0,,27  The diagram shows seedlings in two experiments on the tropic response of seedlings to gravity and light. Experiment 1 to show the effect of gravity shoot shoot start of experiment in the dark 3 days later Experiment 2 to show the effect of light shoot shoot light from one side start of experiment 3 days later How have the seedlings responded? A B C D to gravity to light (cid:22) (cid:22) (cid:26) (cid:26) (cid:22) (cid:26) (cid:22) (cid:26) key (cid:22)= tropic response shown (cid:26)= no tropic response shown,screenshots/biology/2016/winter/component23/q27,,
2016.0,w,23,28.0,,28  When does fertilisation occur in humans? A  when an egg is released B  when implantation occurs C  when sperm and egg nuclei fuse D  when sperm are released [Turn over 12,screenshots/biology/2016/winter/component23/q28,,
2016.0,w,23,29.0,,29  The diagram shows the structure of a sperm cell. Which part is the flagellum? B C D A,screenshots/biology/2016/winter/component23/q29,,
2016.0,w,23,30.0,,30  The graph shows a hormone that is involved in controlling the menstrual cycle. 0 14 time / days 28 hormone concentration What is the hormone? A  FSH B  LH C  oestrogen D  progesterone,screenshots/biology/2016/winter/component23/q30,,
2016.0,w,23,31.0,,31  What happens in mitosis? genetically identical cells produced chromosome number is halved (cid:22) (cid:22) (cid:26) (cid:26) (cid:22) (cid:26) (cid:22) (cid:26) A B C D,screenshots/biology/2016/winter/component23/q31,,
2016.0,w,23,32.0,,"32  Ernst and Amy have four children of different blood groups, as shown. Ernst Amy 13 Jan group A Jack group AB What are the genotypes of Ernst and Amy? Cara group O Kris group B A B C D IAIA and IBIo IAIB and IoIo IAIo and IBIB IAIo and IBIo",screenshots/biology/2016/winter/component23/q32,,
2016.0,w,23,33.0,,33  What is an adaptive feature of xerophytes? leaves have large surface area A  do not have root hair cells B C  stomata are in pits D thin cuticles,screenshots/biology/2016/winter/component23/q33,,
2016.0,w,23,34.0,,34  What are possible positions in a food chain of a carnivore and a herbivore? A B C D carnivore primary consumer secondary consumer secondary consumer herbivore producer primary consumer tertiary consumer tertiary consumer secondary consumer [Turn over 14,screenshots/biology/2016/winter/component23/q34,,
2016.0,w,23,35.0,,35  The diagram shows part of the nitrogen cycle. nitrogen in air S nitrogen compounds in plants nitrogen compounds in soil What is process S? nitrogen compounds in animals A  denitrification B  nitrification C  nitrogen fixation D  nutrition,screenshots/biology/2016/winter/component23/q35,,
2016.0,w,23,36.0,,36  The graph shows the growth of a yeast population. biomass 0 2 4 6 8 10 12 time / days When  was  the  rate  at  which  cells were  dying  equal  to  the  rate  at  which  new  cells  were  being formed? A  day 3 B  day 5 C  day 9 D  day 11,screenshots/biology/2016/winter/component23/q36,,
2016.0,w,23,37.0,,"37  Which structures, found in bacteria, make them useful in genetic engineering? 15 A  cell walls B  membranes C  plasmids D  mitochondria",screenshots/biology/2016/winter/component23/q37,,
2016.0,w,23,38.0,,38  Why is yeast used in bread-making? A  Aerobic respiration produces alcohol. B  Aerobic respiration produces lactic acid. C  Anaerobic respiration produces alcohol. D  Anaerobic respiration produces carbon dioxide.,screenshots/biology/2016/winter/component23/q38,,
2016.0,w,23,40.0,,40  Fertiliser leaks into a river resulting in eutrophication. What is the correct order of events leading to the death of animals in the river? increased aerobic respiration by decomposers reduction in dissolved oxygen increased growth of plants increased decomposition of dead plants increased decomposition of dead plants increased growth of plants reduction in dissolved oxygen increased aerobic respiration by decomposers increased growth of plants increased decomposition of dead plants increased aerobic respiration by decomposers reduction in dissolved oxygen reduction in dissolved oxygen increased growth of plants increased aerobic respiration by decomposers increased decomposition of dead plants A B C D 16,screenshots/biology/2016/winter/component23/q40,,
2017.0,m,22,1.0,,1  The drawing shows a ground squirrel. 2 Which feature identifies this animal as a mammal? A  eye B C D four limbs fur tail,screenshots/biology/2017/march/component22/q1,,
2017.0,m,22,2.0,,2  The diagram shows how a seed changes after it is planted in soil and watered. Which characteristics of living things are demonstrated by this sequence? A  excretion and growth B  growth and sensitivity C  nutrition and reproduction D  nutrition and sensitivity 3,screenshots/biology/2017/march/component22/q2,,
2017.0,m,22,3.0,,3  The  diagram  shows  part  of  the  classification  of  the  animal  kingdom  with  an  example  of  each group. animals without backbones (invertebrates) with backbones (vertebrates) arthropods fish carp amphibians frog reptiles lizard birds parrot mammals rat crustaceans crab myriapods centipede insects flea arachnids spider Which pair of animals have the most recent common ancestor as suggested by the classification? A  centipede and carp B C flea and frog lizard and parrot D  spider and rat,screenshots/biology/2017/march/component22/q3,,
2017.0,m,22,4.0,,4  The diagram shows a sample of material taken from an organism. Which level of organisation does the sample show? A  cell B  organ C  organ system D tissue,screenshots/biology/2017/march/component22/q4,,
2017.0,m,22,5.0,,5  The length of a specimen in a photograph is 45 mm. Its actual length is 25 mm. What is the magnification of the photograph? A  ×0.6 B  ×1.6 C  ×1.8 D  ×1125 [Turn over,screenshots/biology/2017/march/component22/q5,,
2017.0,m,22,6.0,,6  The diagram shows a section through a leaf. Which arrow shows the direction of diffusion of carbon dioxide on a sunny day? 4 A B D C,screenshots/biology/2017/march/component22/q6,,
2017.0,m,22,7.0,,"7  The diagram represents two liquids, separated by a membrane through which osmosis can occur. membrane left right key molecule of water molecule of dissolved sustance Which statement describes how the molecules will move? A  Molecules of dissolved substance move from left to right. B  Molecules of dissolved substance move from right to left. C  Overall, water molecules move from left to right. D  Overall, water molecules move from right to left.",screenshots/biology/2017/march/component22/q7,,
2017.0,m,22,8.0,,8  Which element is found in proteins but not carbohydrates? 5 A  carbon B  hydrogen C  nitrogen D  oxygen,screenshots/biology/2017/march/component22/q8,,
2017.0,m,22,9.0,,9  Many enzymes do not work at temperatures above 60 °C. Which statement explains this? A  Product molecules are not made because the active site has changed shape. B  Product molecules change shape so they do not fit the active site. C  Substrate molecules are moving too fast. D  Substrate molecules are moving too slowly.,screenshots/biology/2017/march/component22/q9,,
2017.0,m,22,10.0,,10  Which substances are used for photosynthesis? A  carbon dioxide and glucose B  carbon dioxide and water C  glucose and oxygen D  glucose and water,screenshots/biology/2017/march/component22/q10,,
2017.0,m,22,11.0,,11  Which term is defined as the taking of substances into the body through the mouth? A  absorption B  assimilation C  digestion D ingestion,screenshots/biology/2017/march/component22/q11,,
2017.0,m,22,12.0,,12  Which nutrient is deficient in the diet of a child with kwashiorkor? A  calcium B iron C  protein D  vitamin D [Turn over,screenshots/biology/2017/march/component22/q12,,
2017.0,m,22,13.0,,13  The diagram shows a tooth with signs of decay. 6 enamel decay What has made the hole in the enamel of the tooth? A  acid B  saliva C  sugar D toothpaste,screenshots/biology/2017/march/component22/q13,,
2017.0,m,22,14.0,,14  Which is a description of translocation? A  movement of amino acids and sucrose from sink to source B  movement of amino acids and sucrose from source to sink C  movement of water down a water potential gradient D  movement of water up a water potential gradient,screenshots/biology/2017/march/component22/q14,,
2017.0,m,22,15.0,,15  Which is a function of the lymphatic system? A  deamination of amino acids B  production of lipase C  protection from infection D transport of oxygen 7,screenshots/biology/2017/march/component22/q15,,
2017.0,m,22,16.0,,"16  A hospital patient who is feeling unwell is given a blood test. The results of the blood test show a very low level of platelets. What effect will this have? A  The blood will be unable to transport nutrients, hormones and carbon dioxide. B  The blood will not be able to carry as much oxygen to the tissues as normal. C  There will be a greater risk of bleeding because the blood will take longer to clot. D  There will be a greater risk of infection because the blood cannot make antibodies.",screenshots/biology/2017/march/component22/q16,,
2017.0,m,22,17.0,,17  What is a common feature of both active and passive immunity? A  They are acquired by vaccination. B  They are always short-term. C  They involve the activity of memory cells. D  They involve antibodies. [Turn over,screenshots/biology/2017/march/component22/q17,,
2017.0,m,22,18.0,,18  The graph shows the rate and depth of a person’s breathing before exercise. 2.5 8 volume of air in the lungs during breathing / dm3 2.0 1.5 1.0 0 4 time / s 8 Which  graph  shows  the  rate  and  depth  of  breathing  of  the  same  person  immediately  after  a period of exercise? 2.5 2.0 1.5 1.0 2.5 2.0 1.5 1.0 0 0 volume of air in the lungs during breathing / dm3 volume of air in the lungs during breathing / dm3 A 4 time / s C 4 time / s volume of air in the lungs during breathing / dm3 volume of air in the lungs during breathing / dm3 2.5 2.0 1.5 1.0 2.5 2.0 1.5 1.0 0 0 8 8 B 4 time / s D 4 time / s 8 8 9,screenshots/biology/2017/march/component22/q18,,
2017.0,m,22,19.0,,"19  In an experiment, three glass bell jars were set up as shown in the diagram. bell jar air from the lungs green plant P left in sunlight for 8 hours Q left open to the air for 8 hours R air breathed out by a student for 5 minutes At the end of the experiment, which bell jar has the most oxygen and which has the least? A B C D most oxygen least oxygen P P Q R Q R P P",screenshots/biology/2017/march/component22/q19,,
2017.0,m,22,20.0,,20  What are the products of anaerobic respiration in muscles? A  ethanol and carbon dioxide B  ethanol only C D lactic acid and carbon dioxide lactic acid only,screenshots/biology/2017/march/component22/q20,,
2017.0,m,22,21.0,,21  Which substance remains in the blood as it passes through the kidney? A  protein B  salts C  urea D  water [Turn over 10,screenshots/biology/2017/march/component22/q21,,
2017.0,m,22,22.0,,"22  The diagram shows the mechanisms that control the concentration of glucose in the blood. hormone X gland W rises lowers glucose concentration normal blood glucose concentration raises glucose concentration falls gland Y hormone Z Which row identifies the glands and hormones labelled W, X, Y and Z? A B C D gland W hormone X gland Y hormone Z adrenal gland adrenaline adrenal gland glucagon adrenal gland adrenaline pancreas insulin pancreas glucagon adrenal gland insulin pancreas insulin pancreas glucagon",screenshots/biology/2017/march/component22/q22,,
2017.0,m,22,23.0,,23  Which row shows the effects of increased adrenaline release? A B C D breathing rate pulse rate pupil decreases increases increases decreases widens widens increases increases narrows increases increases widens,screenshots/biology/2017/march/component22/q23,,
2017.0,m,22,24.0,,"24  The graph shows how the rate of photosynthesis of a plant changes with light intensity, at three different carbon dioxide concentrations. In each case the temperature is 15 °C. 11 rate of photosynthesis X 0.10% carbon dioxide 0.04% carbon dioxide 0.02% carbon dioxide What is the limiting factor for the rate of photosynthesis at point X on the graph? light intensity A  carbon dioxide concentration B light intensity C  surface area of the plant D temperature",screenshots/biology/2017/march/component22/q24,,
2017.0,m,22,25.0,,25  What is an advantage of asexual reproduction for a population of flowering plants in the wild? A  A disease is less likely to affect the whole population. B  Large numbers of offspring can be produced quickly. C  Pollen can easily be transferred within the same flower. D  The offspring show genetic variety.,screenshots/biology/2017/march/component22/q25,,
2017.0,m,22,26.0,,"26  During sexual reproduction in plants, what will give rise to the greatest variation in the offspring? A  All of the flowers on the same plant have male and female reproductive organs. B  The anthers and stigmas on the same plant mature at the same time of year. C  There are separate male and female flowers on the same plant. D  There are separate male and female plants. [Turn over",screenshots/biology/2017/march/component22/q26,,
2017.0,m,22,27.0,,27  The diagram shows the head of a sperm. 12 X What is the function of structure X? A B C D It carries genetic information. It controls the activities of the sperm cell. It is involved in the digestion of the ovum cell membrane. It provides energy for movement.,screenshots/biology/2017/march/component22/q27,,
2017.0,m,22,28.0,,28  Which hormone is given to women undergoing fertility treatment? A  adrenaline B  FSH C insulin D  oestrogen,screenshots/biology/2017/march/component22/q28,,
2017.0,m,22,29.0,,29  The diagram represents the fusion of sperm and ovum at fertilisation. ovum fertilisation cell X sperm Which description of cell X is correct? A  diploid gamete B  diploid zygote C  haploid gamete D  haploid zygote,screenshots/biology/2017/march/component22/q29,,
2017.0,m,22,30.0,,30  A cell with 16 chromosomes divides twice by mitosis. How many chromosomes does each of the resulting cells contain? A  4 B  8 C  16 D  32 13,screenshots/biology/2017/march/component22/q30,,
2017.0,m,22,31.0,,31  A man of genotype IAIo and woman of genotype IBIo have a child. What is the chance that the child will have the same blood group as one of its parents? A  zero B  1 in 4 C  1 in 2 D  3 in 4,screenshots/biology/2017/march/component22/q31,,
2017.0,m,22,32.0,,32  Which human phenotype is affected by environmental and genetic factors? A  blood group B  body size C  gender D tongue rolling,screenshots/biology/2017/march/component22/q32,,
2017.0,m,22,33.0,,33  Which adaptation may be present in a xerophyte? A B leaves with small surface area and large numbers of stomata little or no xylem tissue and leaves with large surface area C  stomatal hairs and rolled leaves D thin or no cuticle and deep roots,screenshots/biology/2017/march/component22/q33,,
2017.0,m,22,34.0,,34  How does artificial selection differ from natural selection? A  Selection changes the characteristics of living things. B  Selection is based on genetic variation. C  Selection is not based on adaptation to their environment. D  Selection occurs over many generations.,screenshots/biology/2017/march/component22/q34,,
2017.0,m,22,35.0,,35  The diagram shows the energy present in a food chain. 40 000 kJ 4000 kJ photosynthesising phytoplankton → krill → 400 kJ herring → 40 kJ bass What percentage of energy present in the producer is transferred to the secondary consumer? A  0.01% B  0.1% C  1% D  10% [Turn over,screenshots/biology/2017/march/component22/q35,,
2017.0,m,22,36.0,,36  Which process results in the loss of nitrates from soils? 14 A  deamination B  decomposition C  denitrification D  nitrification,screenshots/biology/2017/march/component22/q36,,
2017.0,m,22,37.0,,"37  During  the  exponential  (log)  phase  of  a  sigmoid  growth  curve,  which  factor  limits  population growth? A  availability of food B  build-up of wastes C  presence of disease D rate of reproduction",screenshots/biology/2017/march/component22/q37,,
2017.0,m,22,38.0,,"38  Genes are isolated from human DNA using ……1…… enzymes. A bacterial plasmid is cut with the same enzyme forming ……2…… . The human DNA is inserted into the bacterial plasmid using the enzyme ……3…… forming a ……4…… plasmid. Which row correctly completes gaps 1, 2, 3 and 4? A B C D 1 2 3 4 ligase sticky ends protease restriction recombinant new DNA restriction daughter plasmids restriction sticky ends ligase ligase ligase daughter diploid recombinant",screenshots/biology/2017/march/component22/q38,,
2017.0,m,22,39.0,,39  How does cutting down trees contribute to the greenhouse effect? A  There will be less carbon dioxide absorbed. B  There will be less oxygen absorbed. C  There will be less shade from trees. D  The soil will become dry.,screenshots/biology/2017/march/component22/q39,,
2017.0,m,22,40.0,,40  Which  graph  shows  the  effect  of  pollution  by  untreated  sewage  on  the  amount  of  oxygen 15 dissolved in a river? A dissolved oxygen sewage enters the river C B dissolved oxygen distance downstream distance downstream sewage enters the river D dissolved oxygen dissolved oxygen sewage enters the river distance downstream distance downstream sewage enters the river 16,screenshots/biology/2017/march/component22/q40,,
2017.0,s,21,1.0,,1  Which characteristic do all living organisms show? 2 A  breathing B  excretion C  photosynthesis D tropism,screenshots/biology/2017/summer/component21/q1,,
2017.0,s,21,2.0,,"2  The diagram shows some animal cells, as seen under the microscope. X What will be present at X? A  one cell membrane B  one cell wall C D two cell membranes two cell walls",screenshots/biology/2017/summer/component21/q2,,
