year,month,component,question number,text,screenshot_path,ms_path,marks
2017.0,m,42,2.0,"(a)  Explain why momentum is a vector quantity. 2 ...............................................................................................................................................[1] (b)  The crumple zone at the front of a car is designed to collapse during a collision. concrete wall crumple zone Fig. 2.1 In a laboratory test, a car of mass 1200 kg is driven into a concrete wall, as shown in Fig. 2.1. A video recording of the test shows that the car is brought to rest in 0.36 s when it collides with the wall. The speed of the car before the collision is 7.5 m / s. Calculate (i) the change of momentum of the car, change of momentum =  ...........................................................[2] (ii) the average force acting on the car. average force =  ...........................................................[2] (c)  A different car has a mass of 1500 kg. It collides with the same wall and all of the energy transferred during the collision is absorbed by the crumple zone. (i)  The energy absorbed by the crumple zone is 4.3 × 105 J. Show that the speed of the car before the collision is 24 m / s. [2] (ii)  Suggest what would happen to the car if it is travelling faster than 24 m / s when it hits the wall. ........................................................................................................................................... .......................................................................................................................................[1]",screenshots/2017/march/component42/q2,marking_schemes/2017/march/component42/q2,8.0
2017.0,m,42,3.0,"3 (a)  A stationary object is acted upon by a number of forces. State the conditions which must be true if the object (i)  does not accelerate, .......................................................................................................................................[1] (ii)  does not rotate. .......................................................................................................................................[1] (b)  Fig. 3.1 shows a boat that has been lifted out of a river. The boat is suspended by two ropes. It is stationary. T1 T2 P C 1.20 m 0.40 m 24 kN Fig. 3.1 (not to scale) The weight of the boat, acting at the centre of mass, is 24 kN. The tensions in the ropes are T1 and T2. Determine (i) the moment of the weight of the boat about the point P, (ii) the tension T1, moment =  ...........................................................[1] (iii) the tension T2. T1 =  ...........................................................[3] T2 =  ...........................................................[2]",screenshots/2017/march/component42/q3,marking_schemes/2017/march/component42/q3,8.0
2017.0,m,42,4.0,"Fig. 4.1 shows a Galilean thermometer. This thermometer is used to measure the approximate temperature of the surrounding air. 7 glass cylinder water bulb E, label: 28 °C bulb D, label: 26 °C bulb C, label: 24 °C bulb B, label: 22 °C bulb A, label: 20 °C Fig. 4.1 The glass cylinder contains water. When the temperature of the water changes, so does its density. Each bulb has a label printed with a temperature, as shown in Fig. 4.1. The bulbs have different densities. At 21 °C, only bulb A is at the bottom of the cylinder. (a)  Explain, in terms of density, why bulb A is at the bottom of the cylinder and the other bulbs are floating. ................................................................................................................................................... ................................................................................................................................................... ................................................................................................................................................... ...............................................................................................................................................[2] (b)  The temperature of the surrounding air increases to a temperature above 23 °C. (i)  Suggest one reason why there is a delay before the temperature of the water increases to 23 °C. .......................................................................................................................................[1] (ii)  Explain why, after this delay, bulb B sinks. Assume the bulbs do not expand. ........................................................................................................................................... ........................................................................................................................................... ........................................................................................................................................... .......................................................................................................................................[3] (c)  Bulbs A, B and C are now at the bottom of the cylinder. Bulbs D and E are floating. State the possible temperature range of the water in the cylinder. ...............................................................................................................................................[1]",screenshots/2017/march/component42/q4,marking_schemes/2017/march/component42/q4,7.0
2017.0,m,42,5.0,"[Turn over 5 (a)  (i)  State two ways in which evaporation is different from boiling. 8 1  ........................................................................................................................................ ........................................................................................................................................... 2  ........................................................................................................................................ ........................................................................................................................................... [2] (ii)  Give one example of a change of state which does not involve boiling or evaporation. .......................................................................................................................................[1] (b)  The graph in Fig. 5.1 shows the variation of temperature with time for a substance that is initially liquid. temperature A B C time Fig. 5.1 (i)  State what is taking place at points A, B and C. You should say what changes of state, if any, are taking place. point A  ............................................................................................................................... point B ................................................................................................................................ point C  ............................................................................................................................... [3] (ii)  Suggest why the graph is steeper at point C than at point A. ........................................................................................................................................... .......................................................................................................................................[1]",screenshots/2017/march/component42/q5,marking_schemes/2017/march/component42/q5,7.0
2017.0,m,42,6.0,"Fig. 6.1 shows apparatus that is used to demonstrate some effects of the transfer of energy by radiation. 9 glass bulb painted matt black glass tube air heater shiny glass bulb glass tube air liquid Fig. 6.1 The glass bulb painted matt black, the shiny glass bulb and the spaces above the liquid in the tube all contain air. The heater glows red when switched on. The heater is the same distance from each bulb. (a)  State the two types of radiation that are emitted by the heater. 1  ................................................................................................................................................ 2  ................................................................................................................................................ [1] (b)  Before the heater is switched on, the liquid levels in the glass tube are the same. State  and  explain  any  changes  in  the  liquid  levels  that  take  place  when  the  heater  is switched on. ................................................................................................................................................... ................................................................................................................................................... ................................................................................................................................................... ................................................................................................................................................... ................................................................................................................................................... ................................................................................................................................................... ...............................................................................................................................................[4]",screenshots/2017/march/component42/q6,marking_schemes/2017/march/component42/q6,5.0
2017.0,m,42,7.0,"7 Fig. 7.1 shows an object and its image formed by a converging lens. One ray from the tip of the object to the tip of the image is shown. Fig. 7.1 is drawn full size. lens object image Fig. 7.1 (a)  Place a tick (3) in all boxes that correctly describe the image. diminished enlarged inverted upright virtual real [2] (b)  On Fig. 7.1, draw a ray, passing through a principal focus of the lens, from the tip of the object [1] to the tip of the image. Label the principal focus F. (c)  Use the ray you have drawn in (b) to determine the focal length of the lens. focal length =  ...........................................................[1] (d)  Draw another ray, not passing through a principal focus of the lens, that passes from the tip [1]",screenshots/2017/march/component42/q7,marking_schemes/2017/march/component42/q7,5.0
2017.0,m,42,8.0,"of the object to the tip of the image. 8 (a)  A transformer consists of two coils of wire wound on a core. (i)  Suggest the material from which the two coils are made. State the reason for using this material. material .............................................................................................................................. reason ................................................................................................................................ [2] (ii)  Suggest  the  material  from  which  the  core  is  made.  State  the  reason  for  using  this material. material .............................................................................................................................. reason ................................................................................................................................ [2] (b)  Fig. 8.1 represents the system of transmission of electrical energy from a power station to a home that is a long distance away. 132 kV transformer X transformer Y power station 22 kV transmission cables and pylons Fig. 8.1 240 V home (i)  State the difference between transformer X and transformer Y. .......................................................................................................................................[1] (ii)  Explain why a very high voltage is used for transmission over large distances. ........................................................................................................................................... ........................................................................................................................................... ........................................................................................................................................... .......................................................................................................................................[3] (iii)  Suggest why the voltage for use by a home consumer is 240 V, and not a much higher value. ........................................................................................................................................... .......................................................................................................................................[1]",screenshots/2017/march/component42/q8,marking_schemes/2017/march/component42/q8,9.0
2017.0,m,42,9.0,"Fig. 9.1 shows a graph of current against potential difference (p.d.) for a filament lamp. 12 current / A 0.80 0.60 0.40 0.20 0 0 2.0 4.0 6.0 8.0 p.d. / V Fig. 9.1 (i) (ii) (a)  State what happens to the resistance of the filament of the lamp as the p.d. changes from 0 V to 1.0 V, .......................................................................................................................................[1] from 1.0 V to 8.0 V. .......................................................................................................................................[1] (b)  At normal brightness, the p.d. across the lamp is 8.0 V. Calculate, for normal brightness, (i) the resistance of the lamp, (ii) the power of the lamp. resistance =  ...........................................................[3] power =  ...........................................................[2] supply. 13 power supply Fig. 9.2 Determine (i) the electromotive force (e.m.f.) of the power supply, (ii) the current from the power supply. e.m.f. =  ...........................................................[1] current =  ...........................................................[1]",screenshots/2017/march/component42/q9,marking_schemes/2017/march/component42/q9,9.0
2017.0,m,42,10.0,"10 (a)  Describe, in terms of particles and the terminals of the battery, the movement of charge in an electric circuit. ................................................................................................................................................... ...............................................................................................................................................[2] (b)  Fig. 10.1 shows a lightning flash between a cloud and the ground beneath. cloud lightning flash ground Fig. 10.1 The charge built up on the cloud before the lightning flash is 0.60 C. This charge is completely transferred to the ground by the lightning flash in 5.0 × 10–5 s (0.000050 s). (i)  Calculate the current between the cloud and the ground. current =  ...........................................................[2] (ii)  The potential difference (p.d.) between the cloud and the ground during the lightning flash is 2.5 × 108 V. Calculate the energy transferred during the lightning flash. energy =  ...........................................................[2] (iii)  Suggest what happens to the energy calculated in (b)(ii). ........................................................................................................................................... .......................................................................................................................................[1]",screenshots/2017/march/component42/q10,marking_schemes/2017/march/component42/q10,7.0
2017.0,m,42,11.0,"15 source lead narrow beam of radiation detector 20 mm Fig. 11.1 (not to scale) The initial count rate recorded by the detector is 150 counts / s. A sheet of paper is placed between the source and the detector. The count rate recorded by the detector falls to 60 counts / s. With the paper still in place, a magnetic field is set up perpendicular to the direction of the radiation. The count rate recorded by the detector falls to 20 counts / s. The count rates have not been corrected for background. The background count is measured as 20 counts / s. (a)  State the evidence that each type of radiation is present in, or absent from, the radiation emitted by the source. α-particles  ................................................................................................................................. ................................................................................................................................................... β-particles  ................................................................................................................................. ................................................................................................................................................... γ-rays  ........................................................................................................................................ ................................................................................................................................................... [5] radiation. 16 α-particles  ................................................ counts / s β-particles  ................................................ counts / s γ-rays  ................................................ counts / s [2]",screenshots/2017/march/component42/q11,marking_schemes/2017/march/component42/q11,7.0
2017.0,m,62,1.0,"DC (ST/FC) 125968/9 [Turn over 1  Some students are investigating how the surrounding temperature affects the rate at which water 2 cools. They are using the apparatus shown in Fig. 1.1. 100 90 °C 80 warm water beaker B hot water 70 60 50 40 30 80 beaker cold water test-tube hot water °C 70 60 50 40 beaker A 30 20 10 0 –10 (a)  Using Fig. 1.1 20 10 Fig. 1.1 • • record the temperature θA of the cold water in beaker A, record the temperature θB of the warm water in beaker B. θA =  ............................................................... θB =  ............................................................... [1] 3 (b)   The test-tubes of hot water are placed into beakers A and B. The  students  record  the  temperatures  θ  of  the  water  in  the  test-tubes  every  30 s.  Their readings are shown in Table 1.1. Complete the units and the time column in Table 1.1. time t / 0 Table 1.1 tube in beaker A with cold water tube in beaker B with warm water θ / 80.5 52.5 42.0 36.0 32.5 30.5 29.0 θ / 81.0 64.5 55.0 50.5 48.0 46.5 45.5 [2] (c)  Describe two precautions that you would take, before reading the thermometer, to ensure that the temperature readings are as accurate as possible in the experiment. 1.  ............................................................................................................................................... ................................................................................................................................................... 2.  ............................................................................................................................................... ................................................................................................................................................... [2] (d)   Write a conclusion stating how increasing the temperature of the surrounding water affects the rate of cooling of the water in the test-tube. Justify your answer by reference to the results in Table 1.1. ................................................................................................................................................... ................................................................................................................................................... ................................................................................................................................................... ...............................................................................................................................................[2] 4 (e)  Suggest one change to the experiment shown in Fig. 1.1 to ensure that the comparison of the effect of surrounding temperature on cooling is a fair test. Explain why the change is an improvement. change  ...................................................................................................................................... ................................................................................................................................................... explanation  ............................................................................................................................... ................................................................................................................................................... [2] (f)  The students use a measuring cylinder to measure 200 cm3 of cold water. Describe briefly how to read a measuring cylinder to obtain an accurate value for the volume of water. You may draw a diagram. ................................................................................................................................................... ................................................................................................................................................... ................................................................................................................................................... ...............................................................................................................................................[2]",screenshots/2017/march/component62/q1,marking_schemes/2017/march/component62/q1,11.0
2017.0,m,62,2.0,"2  A student is investigating the resistance of three wires A, B and C. He is using the circuit shown in Fig. 2.1. The circuit is set up to test wire A. The length, l of each wire is measured and recorded. power supply A A B C crocodile clip resistance wires (a)  On Fig. 2.1, draw a voltmeter connected so that it will measure the potential difference across [1] wire A. Fig. 2.1 [2] shown in Figs. 2.2 and 2.3. 6 1 0 2 3 V 4 5 0.2 0 0.4 0.6 A 0.8 1.0 Fig. 2.2 Fig. 2.3 wire A B C l / m 0.900 0.500 0.400 Table 2.1 V / V 2.4 2.2 I / A 0.75 0.85 R / Ω (c)  The student connects the crocodile clips to wire B and then wire C in turn. His readings of potential difference and current are shown in Table 2.1. Calculate, and record in Table 2.1, the resistance R of each wire. Use the equation R = V I. [2] (d)  (i)   Calculate the resistance per unit length r of each wire using the equation r = R l  . Include the unit. 7 r  for wire A =  ............................................................... r  for wire B =  ............................................................... r  for wire C =  ............................................................... [2] (ii)  Another student suggests that r should be the same for each wire. State whether your results support this suggestion. Justify your statement with reference to your results. statement  .......................................................................................................................... justification  ........................................................................................................................ ........................................................................................................................................... .......................................................................................................................................[2] (e)   The student measures the length of each wire to be tested. On Fig. 2.4, draw an arrow ( measure l. ) to indicate precisely between which two points he should connecting lead crocodile clip resistance wire Fig. 2.4 [1] (f)  One possible problem with this type of experiment is heating of the resistance wires. Suggest a precaution that could be taken to reduce this. ................................................................................................................................................... ................................................................................................................................................... ...............................................................................................................................................[1]",screenshots/2017/march/component62/q2,marking_schemes/2017/march/component62/q2,11.0
2017.0,m,62,3.0,"3   Some students are investigating the magnification produced by a converging lens. They are using the apparatus shown in Fig. 3.1. illuminated triangle u lens Fig. 3.1 screen (a)  A student sets the distance u between the illuminated triangle and the lens to 20.0 cm. She moves the screen until a sharp image of the triangle is seen on the screen. The student measures the height of the illuminated triangle hO. 1.5 cm hO =  ............................................................... Measure and record, in Table 3.1, the height of the image of the triangle hI on the screen, as shown in Fig. 3.2. [1] hI Fig. 3.2 Table 3.1 hI / cm 2.25 1.10 0.75 0.55 u / cm 20.0 25.0 35.0 45.0 55.0 M 9 and 55.0 cm. Her results are shown in Table 3.1. For each value of u, calculate and record in Table 3.1 a value for the magnification M. Use the equation M =  hI hO and the value of hO from (a). [1] (c)  Plot a graph of M (y-axis) against u / cm (x-axis). [4] (d)   From your graph, determine the value of u when M = 1.0. Show clearly on your graph how you obtained the information. u =  ...........................................................[2] (e)  Describe one difficulty that might be experienced when measuring the height of the image in this experiment. Suggest one improvement to the apparatus to overcome this. difficulty  ..................................................................................................................................... ................................................................................................................................................... improvement  ............................................................................................................................. ................................................................................................................................................... [2] (f)  When setting up the apparatus, the student makes sure that the card with the illuminated triangle, the lens and the screen are all perpendicular to the bench. Explain why this is an important precaution in this experiment. ................................................................................................................................................... ................................................................................................................................................... ...............................................................................................................................................[1]",screenshots/2017/march/component62/q3,marking_schemes/2017/march/component62/q3,11.0
2017.0,m,62,4.0,"4   A student is investigating how the material of a spring affects its behaviour when stretched. The following apparatus is available to the student: wires of different thickness, length and material a set of 10 g masses and a set of 100 g masses, both with hangers a wooden rod approximately 1 cm in diameter other standard laboratory equipment. Plan an experiment which will enable you to test the extension of springs made from different types of wire. In your plan, you should include: • •  what you will measure, • • • • instructions for carrying out the experiment, the variables you will keep the same to ensure the comparison is a fair test, any precaution which should be taken or difficulty which might occur, how you will present your results. instructions for making a spring from the wire that is provided, You may draw a diagram if it helps to explain your plan. .......................................................................................................................................................... .......................................................................................................................................................... .......................................................................................................................................................... .......................................................................................................................................................... .......................................................................................................................................................... .......................................................................................................................................................... .......................................................................................................................................................... .......................................................................................................................................................... .......................................................................................................................................................... .......................................................................................................................................................... .......................................................................................................................................................... .......................................................................................................................................................... .......................................................................................................................................................... .......................................................................................................................................................... .......................................................................................................................................................... .......................................................................................................................................................... .......................................................................................................................................................... .......................................................................................................................................................... ......................................................................................................................................................[7]",screenshots/2017/march/component62/q4,marking_schemes/2017/march/component62/q4,7.0
2017.0,s,41,1.0,"DC (ST/JG) 129077/7 [Turn over 1 Fig. 1.1 is the speed-time graph for an ice skater. 2 speed m / s 12 10 8 6 4 2 0 0.0 2.0 4.0 6.0 8.0 10.0 12.0 time t / s (a)  Explain what is meant by deceleration. Fig. 1.1 ...............................................................................................................................................[1] (b)  Use Fig. 1.1 to determine (i) the distance travelled between times t = 3.0 s and t = 6.0 s, distance =  ...........................................................[2] (ii) the deceleration between times t = 3.0 s and t = 6.0 s. 3 deceleration =  ...........................................................[2] (c)  (i)  State what happens to the size of the deceleration after time t = 6.0 s. ........................................................................................................................................... .......................................................................................................................................[1] (ii)  State what happens to the resultant force on the skater after time t = 6.0 s. ........................................................................................................................................... .......................................................................................................................................[1]",screenshots/2017/summer/component41/q1,marking_schemes/2017/summer/component41/q1,7.0
2017.0,s,41,2.0,"4 (a)  His boot is in contact with the ball for 0.050 s. The average resultant force on the ball during this time is 180 N. The ball leaves his foot at 20 m / s. Calculate (i) the impulse of the force acting on the ball, (ii) the mass of the ball, impulse =  ...........................................................[2] (iii) the height to which the ball rises. Ignore air resistance. mass =  ...........................................................[2] height =  ...........................................................[3] (b)  While the boot is in contact with the ball, the ball is no longer spherical. State the word used to describe the energy stored in the ball. ...............................................................................................................................................[1]",screenshots/2017/summer/component41/q2,marking_schemes/2017/summer/component41/q2,8.0
2017.0,s,41,3.0,Fig. 3.1 shows remote sensing equipment on the surface of a distant planet. 5 Fig. 3.1 (a)  The mass of the equipment is 350 kg. The acceleration of free fall on the surface of this planet is 7.5 m / s2. (i)  State what is meant by the term weight. ........................................................................................................................................... .......................................................................................................................................[1] (ii)  Calculate the weight of the equipment on the planet. weight =  ...........................................................[2] (b)  The equipment releases a balloon from a point that is a small distance above the surface of the planet. The atmosphere at the surface of this planet has a density of 0.35 kg / m3. The inflated balloon has a mass of 80 g and a volume of 0.30 m3. Make an appropriate calculation and then predict and explain the direction of any motion of the balloon. Show your working. prediction  .................................................................................................................................. explanation  ............................................................................................................................... ................................................................................................................................................... [4],screenshots/2017/summer/component41/q3,marking_schemes/2017/summer/component41/q3,7.0
2017.0,s,41,4.0,"[Turn over (a)  A 240 V, 60 W lamp is connected to a 240 V supply. The lamp has a constant temperature. 6 State (i) the rate at which the lamp transfers energy to the surroundings, rate =  ...........................................................[1] (ii) the  names  of  the  thermal  processes  by  which  the  lamp  transfers  energy  to  the surroundings. ........................................................................................................................................... .......................................................................................................................................[1] (b)  Fig. 4.1 shows a thick copper block that has been heated to 400 °C. One side of the block is dull black. The other side of the block is polished and shiny. thermometer A thermometer B dull black surface polished shiny surface copper block Fig. 4.1 (i) In Experiment 1, the thermometer bulbs are both painted black. They are placed at equal distances  from  the  surfaces  of  the  block. The  maximum  temperature  shown  by  each thermometer is recorded. Explain  any  difference  between  the  maximum  temperature  shown  by  the  two thermometers. ........................................................................................................................................... ........................................................................................................................................... ........................................................................................................................................... .......................................................................................................................................[3] 4 (ii) In Experiment 2, the thermometer bulbs are both shiny silver-coloured. They are placed at the same distances from the surfaces of the block as in Experiment 1. State  and  explain  any  differences  that  are  observed  in  the  maximum  temperatures shown by the thermometers in Experiments 1 and 2. ........................................................................................................................................... ........................................................................................................................................... ........................................................................................................................................... ........................................................................................................................................... .......................................................................................................................................[2] (c)  Fig. 4.2 shows a firefighter wearing shiny silver-coloured clothing. Fig. 4.2 State the benefit to a firefighter of wearing shiny silver-coloured clothing. ................................................................................................................................................... ...............................................................................................................................................[1]",screenshots/2017/summer/component41/q4,marking_schemes/2017/summer/component41/q4,8.0
2017.0,s,41,5.0,"Fig. 5.1 shows some gas trapped in a metal cylinder by a piston. 8 metal cylinder gas piston Fig. 5.1 (a)  The position of the piston is fixed. The cylinder is moved from a cold room to a warm room. Explain, in terms of molecules, what happens to the pressure of the gas in the cylinder. ................................................................................................................................................... ................................................................................................................................................... ................................................................................................................................................... ................................................................................................................................................... ................................................................................................................................................... ...............................................................................................................................................[4] (b)  The piston is now released. It moves to the right and finally stops. Explain these observations in terms of the pressure and the volume of the gas in the cylinder. ................................................................................................................................................... ................................................................................................................................................... ................................................................................................................................................... ...............................................................................................................................................[2]",screenshots/2017/summer/component41/q5,marking_schemes/2017/summer/component41/q5,6.0
2017.0,s,41,6.0,"9 State what happens to the ray when the angle of incidence of the ray is (i) less than the critical angle of the glass, .......................................................................................................................................[1] (ii)  greater than the critical angle of the glass. .......................................................................................................................................[1] (b)  Fig. 6.1 shows a ray of light incident on a glass block at A. The critical angle of the glass is 41°. B 30° air A ray of light glass block Fig. 6.1 (not to scale) (i)  On Fig. 6.1, without calculation, continue the ray from point B until it leaves the glass [2] block. (ii)  Calculate the refractive index of the glass. refractive index =  ...........................................................[2]",screenshots/2017/summer/component41/q6,marking_schemes/2017/summer/component41/q6,6.0
2017.0,s,41,7.0,"6 10 (a)  State what is meant by frequency. ................................................................................................................................................... ...............................................................................................................................................[1] (b)  The  sound  wave  travels  in  air  towards  a  barrier  with  a  small  gap  at  its  centre.  Fig. 7.1 represents the compressions of the wave travelling towards the barrier. gap barrier direction of travel λ compression barrier (i)  State what is meant by a compression. Fig. 7.1 .......................................................................................................................................[1] (ii)  The width of the gap is smaller than the wavelength λ of the wave. On  Fig.  7.1,  draw  the  pattern  of  the  compressions  after  the  sound  wave  has  passed [2] through the gap. (iii)  The barrier is adjusted so that the gap becomes wider. Describe  how  this  affects  the  pattern  of  the  compressions  after  the  sound  wave  has passed through the gap. ........................................................................................................................................... ........................................................................................................................................... .......................................................................................................................................[1] (c)  The frequency of the sound wave is 6800 Hz. The speed of sound in air is 340 m / s. (i)  Calculate the wavelength of the sound wave in air. wavelength =  ...........................................................[2] (ii)  State a typical value for the speed of sound in a liquid. .......................................................................................................................................[1]",screenshots/2017/summer/component41/q7,marking_schemes/2017/summer/component41/q7,8.0
2017.0,s,41,8.0,12 (a)  Suggest a metal from which the bar magnet is made. ...............................................................................................................................................[1] (b)  Fig. 8.1 shows the bar magnet being inserted into a coil of wire. The N-pole and the S-pole of the bar magnet are marked. coil movement of magnet S N The coil is connected to a galvanometer. Fig. 8.1 (i)  Explain why the galvanometer deflects as the bar magnet is being inserted into the coil. ........................................................................................................................................... ........................................................................................................................................... ........................................................................................................................................... .......................................................................................................................................[3] (ii)  Explain what determines the direction of the reading on the galvanometer. ........................................................................................................................................... ........................................................................................................................................... .......................................................................................................................................[2] (c)  Describe a method for demagnetising a bar magnet. ................................................................................................................................................... ................................................................................................................................................... ...............................................................................................................................................[2],screenshots/2017/summer/component41/q8,marking_schemes/2017/summer/component41/q8,8.0
