year,month,component,question number,text,screenshot_path
2016,s,23,25,25  The sound from a loudspeaker must pass through two materials to reach a microphone. loudspeaker microphone material 1 material 2 Which combination of materials gives the shortest time for the sound to reach the microphone? A B C D material 1 material 2 air air hydrogen water copper aluminium water oil,screenshots/physics/2016/summer/component23/q25
2016,s,23,26,26  Which  range  of  wave  frequencies  includes  only  sounds  that  can  be  heard  by  a  human  with normal hearing? A  3.0 Hz to 300 Hz B  30 Hz to 3000 Hz C  300 Hz to 30 000 Hz D  3000 Hz to 300 000 Hz,screenshots/physics/2016/summer/component23/q26
2016,s,23,27,27  Each diagram shows two charged metal plates. Which diagram shows the pattern and the direction of the electric field between the plates? 11 A C – + – + – + – + – + – + – + – + B D – + – + – + – + – + – + – + – +,screenshots/physics/2016/summer/component23/q27
2016,s,23,28,"28  The four circuits shown all include an a.c. power supply, two diodes and a lamp. In which circuit is there a rectified current in the lamp? A C B D [Turn over",screenshots/physics/2016/summer/component23/q28
2016,s,23,29,"29  The diagram shows a battery connected to two resistors. 12 Four  students  separately  measure  the  electromotive  force  (e.m.f.)  of  the  battery,  the  current  in the resistors, and the potential difference (p.d.) across resistor R. R Their results are shown in the table below. Which row shows values with their correct units? A B C D e.m.f. current p.d. 3.0 A 0.30 V 1.5 A 3.0 A 0.30 A 1.5 V 3.0 V 0.30 V 1.5 A 3.0 V 0.30 A 1.5 V",screenshots/physics/2016/summer/component23/q29
2016,s,23,30,30  A 3.0 Ω resistor and a 6.0 Ω resistor are connected in parallel. 3.0 Ω 6.0 Ω What is their combined resistance? A  0.50 Ω B  2.0 Ω C  4.5 Ω D  9.0 Ω,screenshots/physics/2016/summer/component23/q30
2016,s,23,31,31  The diagram shows a combination of logic gates. 13 input P (= 0) input Q (= 1) Input P is at a logic state 0 (low) and input Q is at a logic state 1 (high). What are the logic states at output X and at output Y? output X output Y A B C D output X output Y 0 0 1 1 0 1 0 1,screenshots/physics/2016/summer/component23/q31
2016,s,23,32,32  The diagram shows part of a circuit used to switch street lamps on and off automatically. + – LDR In the evening it gets dark. Which  row  shows  the  effect  on  the  resistance  of  the  light-dependent  resistor  (LDR)  and  on  the potential difference (p.d.) across it? A B C D resistance of LDR p.d. across LDR decreases decreases increases increases decreases increases decreases increases [Turn over 14,screenshots/physics/2016/summer/component23/q32
2016,s,23,33,"33  A domestic circuit includes a 30 A fuse. This protects the wiring if there is too much current in the circuit. In which wire is the 30 A fuse positioned, and what does it do when it operates? A B C D position operation live wire disconnects the circuit live wire reduces the current to 30 A neutral wire disconnects the circuit neutral wire reduces the current to 30 A",screenshots/physics/2016/summer/component23/q33
2016,s,23,34,"34  A strong electromagnet is used to attract pins. current pins core coil What happens when the current in the coil is halved? A  No pins are attracted. B  Some pins are attracted, but not as many. C  The same number of pins is attracted. D  More pins are attracted.",screenshots/physics/2016/summer/component23/q34
2016,s,23,35,35  The diagram shows a transformer. 15 input voltage output voltage primary coil 800 turns secondary coil 40 turns The input voltage is 240 V. What is the output voltage? A  6.0 V B  12 V C  20 V D  40 V,screenshots/physics/2016/summer/component23/q35
2016,s,23,36,36  The diagram shows a shaded area where the direction of a magnetic field is into the page. A beam of β-particles enters the field as shown. beam of β-particles magnetic field into the page In which direction is the beam of β-particles deflected as they enter the magnetic field? A into the page B  out of the page C  down the page D  up the page [Turn over,screenshots/physics/2016/summer/component23/q36
2016,s,23,37,37  Below are four statements about isotopes of a certain element. Which statement about the isotopes must be correct? 16 A  They are radioactive. B  They are unstable. C  They have the same number of neutrons. D  They have the same number of protons.,screenshots/physics/2016/summer/component23/q37
2016,s,23,38,38  Which diagram represents an experiment that provided evidence for the nuclear atom? A B α-particle β-particle gold nucleus gold nucleus C D α-particle β-particle gold nucleus gold nucleus,screenshots/physics/2016/summer/component23/q38
2016,s,23,39,39  Sodium-24 decays to magnesium-24 according to the following equation. 24 11 Na  →  24 12Mg   +  emitted particle What is the emitted particle? A  α-particle B  β-particle C  neutron D  proton,screenshots/physics/2016/summer/component23/q39
2016,s,23,40,40  The reading on a detector placed near a radioactive material is 536 counts per second. The background count rate is 44 counts per second. 17 The half-life of the radioactive material is 34 hours. What is the reading on the detector after 68 hours? A  44 counts per second B  123 counts per second C  134 counts per second D  167 counts per second 18,screenshots/physics/2016/summer/component23/q40
2016,w,21,1,1  The graph shows how the distance travelled by a vehicle changes with time. S distance Q R P 0 0 time Which row describes the speed of the vehicle in each section of the graph? A B C D P to Q constant constant increasing increasing Q to R zero zero constant zero R to S constant decreasing decreasing constant,screenshots/physics/2016/winter/component21/q1
2016,w,21,2,2  A stone falls freely from the top of a cliff. Air resistance may be ignored. Which graph shows how the acceleration of the stone varies with time as it falls? acceleration 0 0 A C acceleration time 0 0 B D time acceleration acceleration 0 0 time 0 0 time 3,screenshots/physics/2016/winter/component21/q2
2016,w,21,3,3  A  car  travels  along  a  horizontal  road  in  a  straight  line.  The  driver  presses  the  accelerator  to increase the speed of the car. The speed-time graph for the car is shown. speed m / s 30 20 10 0 0 What is the acceleration of the car? 5 10 15 20 time / s A  0.50 m / s2 B  1.00 m / s2 C  1.50 m / s2 D  2.00 m / s2,screenshots/physics/2016/winter/component21/q3
2016,w,21,4,"4  A spaceship approaches the Earth from deep space. Near the Earth, a force on the spaceship causes it to have weight. This causes it to change its speed and direction. Which type of force causes the spaceship’s weight, and which property of the spaceship resists its change in speed and direction? force that causes weight property that resists change in speed and direction gravitational gravitational magnetic magnetic mass volume mass volume A B C D [Turn over 4",screenshots/physics/2016/winter/component21/q4
2016,w,21,5,"5  The diagrams show an empty rectangular box, and the same box filled with liquid. The box has a mass of 60 g when empty. When filled with liquid, the total mass of the box and the liquid is 300 g. empty box 60 g box filled with liquid 300 g The density of the liquid is 1.2 g / cm3. What is the volume of the liquid in the box? A  50 cm3 B  200 cm3 C  250 cm3 D  300 cm3",screenshots/physics/2016/winter/component21/q5
2016,w,21,6,6  An object travels in a circular path at constant speed. Which statement about the object is correct? A B C D It has changing kinetic energy. It has changing momentum. It has constant velocity. It is not accelerating.,screenshots/physics/2016/winter/component21/q6
2016,w,21,7,7  Which diagram shows the magnitude and direction of the resultant R of the two forces F1 and F2? A F1 B F1 C F1 D R R R R F2 F2 F2 F2 F1,screenshots/physics/2016/winter/component21/q7
2016,w,21,8,"8  Two cars, P and Q, have different masses and different speeds as shown. 5 mass 1000 kg speed 10 m / s mass 500 kg speed 20 m / s car P car Q Which row correctly compares the momentum and the kinetic energy of P with the momentum and the kinetic energy of Q? A B C D momentum kinetic energy P greater than Q P equal to Q P equal to Q P less than Q P equal to Q P equal to Q P less than Q P greater than Q",screenshots/physics/2016/winter/component21/q8
2016,w,21,9,"9  A car of mass 800 kg travels over a hill of height h. hill By travelling to the top of the hill, the car gains 40 000 J of gravitational potential energy. h NOT TO SCALE The gravitational field strength g is 10 N / kg. What is the height h of the hill? A  5.0 m B  20 m C  50 m D  500 m",screenshots/physics/2016/winter/component21/q9
2016,w,21,10,10  A lamp has a power input of 5.0 W. It wastes 1.0 W of power heating the surroundings. What is the efficiency of the lamp? A  20% B  50% C  80% D  120%,screenshots/physics/2016/winter/component21/q10
2016,w,21,11,11  The box contains the names of eight different energy resources. natural gas hydroelectric geothermal oil solar wind waves coal How many of these energy resources are renewable? A  3 B  4 C  5 D  6 [Turn over,screenshots/physics/2016/winter/component21/q11
2016,w,21,12,12  The diagram shows a dam holding back water. 6 65 m water dam The depth of the water is 65 m. The density of the water is 1000 kg / m3. The gravitational field strength g is 10 N / kg. What is the pressure exerted at the base of the dam due to the water? A  15.4 Pa B  154 Pa C  65 000 Pa D  650 000 Pa,screenshots/physics/2016/winter/component21/q12
2016,w,21,13,13  Air is trapped in a cylinder by a piston. The original volume of the trapped air is V and the original pressure of the trapped air is P. The piston is pushed to the left. The temperature of the gas does not change. before piston is pushed in after piston is pushed in cylinder 25 50 trapped air piston 25 50 trapped air What is the new volume and what is the new pressure of the trapped air? A B C D new volume new pressure 2V 2V V 2 V 2 P 2 2P P 2 2P 7,screenshots/physics/2016/winter/component21/q13
2016,w,21,14,"14  When a liquid evaporates, some of its molecules escape from the surface and the temperature of the liquid changes. Which row describes the escaping molecules and the change in temperature of the liquid? A B C D escaping molecules temperature of the liquid less energetic less energetic more energetic more energetic goes down goes up goes down goes up",screenshots/physics/2016/winter/component21/q14
2016,w,21,15,15  A gas at a constant temperature is in a container of fixed volume. The gas exerts a pressure on the walls of the container. The pressure is caused by the gas molecules striking the walls. Which statement about the gas molecules when they strike the walls is correct? A  The average kinetic energy of the gas molecules changes. B  The average momentum of the gas molecules changes. C  The average speed of the gas molecules changes. D  The chemical energy of the gas molecules changes.,screenshots/physics/2016/winter/component21/q15
2016,w,21,16,16  A  piece  of  melting  ice  at  0 °C  and  a  beaker  of  boiling  water  are  both  in  a  laboratory.  The laboratory is at 20 °C. melting ice boiling water Bunsen burner heating water What  is  happening  to  the  temperature  of  the  melting  ice  and  what  is  happening  to  the temperature of the boiling water? A B C D temperature of melting ice temperature of boiling water constant constant increasing increasing constant increasing constant increasing [Turn over,screenshots/physics/2016/winter/component21/q16
2016,w,21,17,17  The diagram shows a liquid-in-glass thermometer. glass bulb tube stem 8 –10 0 10 20 30 40 50 60 70 80 90 100 110 liquid liquid thread °C Which feature would give a thermometer with an increased range? A  a smaller internal diameter of the tube containing the liquid thread B  a thinner glass bulb C  a larger length of the tube and stem D  a larger volume of the liquid,screenshots/physics/2016/winter/component21/q17
2016,w,21,18,"18  A copper container of mass 0.20 kg contains 0.10 kg of water. The  specific  heat  capacity  of  copper  is  385 J / (kg °C)  and  the  specific  heat  capacity  of  water is 4200 J / (kg °C). How much energy, in joules, is needed to raise the temperature of the copper container and the water by 10 °C? A B C (0.20 × 385 × 10) – (0.10 × 4200 × 10) (0.20 × 385 × 10) + (0.10 × 4200 × 10) (0.10 + 0.20) ×    385 4200 + 2    × 10 D (0.10 + 0.20) × (4200 + 385) × 10",screenshots/physics/2016/winter/component21/q18
2016,w,21,19,"19  The thermal transfer of energy through a copper rod involves electrons. A second process is also involved. What is this method of thermal energy transfer, and what is the second process? A B C D method conduction conduction convection convection second process density change lattice vibration density change lattice vibration 9",screenshots/physics/2016/winter/component21/q19
2016,w,21,20,20  The diagrams show four spherical objects at the same temperature. Two of the objects are small and two are large. Two of the objects are white and two are black. Which object emits infra-red radiation at the greatest rate? A B C D,screenshots/physics/2016/winter/component21/q20
2016,w,21,21,21  The diagram represents plane wavefronts being diffracted by passing through a gap in a barrier. barrier wavefronts Which pair of changes must increase the amount of diffraction that occurs? gap A  decrease the wavelength and decrease the size of the gap B  decrease the wavelength and increase the size of the gap C increase the wavelength and decrease the size of the gap D increase the wavelength and increase the size of the gap,screenshots/physics/2016/winter/component21/q21
2016,w,21,22,22  An image is formed by a plane mirror. A second image is formed by a lens used as a magnifying glass. Which row states the nature of each of these images? plane mirror magnifying glass real real virtual virtual real virtual real virtual A B C D [Turn over 10,screenshots/physics/2016/winter/component21/q22
2016,w,21,23,23  Light travelling at a speed of 3.0 × 108 m / s strikes the surface of a glass block and undergoes refraction as it enters the block. The diagram shows a ray of this light before and after it enters the block. 55° 33° glass block What is the speed of light in the glass? 24  Radiation from which part of the electromagnetic spectrum is used in the remote controller for a A  1.8 × 108 B  2.0 × 108 C  4.5 × 108 D  5.0 × 108 m / s m / s m / s m / s television? infra-red waves A B  microwaves C radio waves D  ultraviolet waves,screenshots/physics/2016/winter/component21/q23
2016,w,21,25,"25  A girl notices that, when she shouts into a cave, she hears an echo. Which wave property causes the echo? A  diffraction B  dispersion C reflection D refraction",screenshots/physics/2016/winter/component21/q25
2016,w,21,26,26  The  diagrams  represent  the  displacement  in  four  different  sound  waves.  All  the  diagrams  are drawn to the same scale. 11 time time Which diagram represents the sound with the highest pitch? A C displacement 0 0 displacement 0 0 B D displacement time 0 0 displacement time 0 0,screenshots/physics/2016/winter/component21/q26
2016,w,21,27,"27  A student suggests three methods for demagnetising a piece of steel. 1  placing it in an east-west direction and hammering it hard 2  placing it in an east-west direction and heating it until red hot 3 removing it slowly from a coil carrying alternating current Which of the methods will demagnetise the piece of steel? A  1 only B  2 only C  3 only D  1, 2 and 3 [Turn over",screenshots/physics/2016/winter/component21/q27
2016,w,21,28,"28  In two separate experiments, a magnet is brought near to an unmagnetised iron bar. This causes the bar to become magnetised. 12 experiment 1 N magnet S X iron bar experiment 2 S magnet N iron bar Y Which magnetic pole is induced at X and at Y? A B C D pole induced at X  pole induced at Y N N S S N S N S",screenshots/physics/2016/winter/component21/q28
2016,w,21,29,"29  A  polythene  rod  is  rubbed  with  a  cloth.  The  rod  becomes  positively  charged  because  of  the movement of charged particles. Which row gives the name of these charged particles, and the direction in which they move? A B C D charged particles electrons electrons protons protons direction of movement from cloth to rod from rod to cloth from cloth to rod from rod to cloth",screenshots/physics/2016/winter/component21/q29
2016,w,21,30,30  The diagram shows a lamp in a circuit. 13 P Which change to the circuit would increase the current in the lamp? A  adding another resistor in parallel with the one in the circuit B  adding another resistor in series with the one in the circuit C  decreasing the electromotive force (e.m.f.) of the battery in the circuit D  moving the lamp to point P in the circuit,screenshots/physics/2016/winter/component21/q30
2016,w,21,31,31  A 12.0 Ω resistor and a 6.0 Ω resistor are connected in parallel. Another 6.0 Ω resistor is then connected in series with the parallel combination. 12.0 Ω 6.0 Ω 6.0 Ω What is the combined resistance of all three resistors? A  8.0 Ω B  10 Ω 32  The circuit shows a 12 V battery connected to a lamp of resistance 3.0 Ω. C  15 Ω D  24 Ω 12 V How much energy is transferred to the surroundings by the lamp in 2.0 minutes? A  48 J B  96 J C  2880 J D  5760 J [Turn over 14,screenshots/physics/2016/winter/component21/q31
2016,w,21,33,"33  The diagram shows a circuit containing a battery, a resistor with high resistance, a switch and a lamp. 12 V battery resistor 12 V lamp Initially the switch is open. What happens to the lamp when the switch is closed? A B C D It glows more brightly. It glows less brightly. It goes out. Its brightness does not change.",screenshots/physics/2016/winter/component21/q33
2016,w,21,34,34  This is the truth table for a logic gate. input 1 input 2 output 1 1 1 0 C 0 0 1 1 0 1 0 1 Which symbol represents the logic gate? A B 35  Why is a fuse used in an electrical circuit? A  so that the current can have only one value B C D to prevent the current becoming too large to provide a path to earth if a fault occurs to save electrical energy D 15,screenshots/physics/2016/winter/component21/q34
2016,w,21,36,36  An electric current can produce a heating effect and a magnetic effect. Which row shows the effect that a relay uses and one application of a relay? A B C D effect used by a relay one application of a relay heating effect heating effect magnetic effect magnetic effect allowing a small current to switch on a large current changing the voltage of an a.c. supply allowing a small current to switch on a large current changing the voltage of an a.c. supply,screenshots/physics/2016/winter/component21/q36
2016,w,21,37,37  A very important experiment improved scientists’ understanding of the structure of matter. The experiment involved α-particles being fired at a thin gold foil. What happened? A  All the α-particles were absorbed by the nuclei of the gold atoms. B  All the α-particles were unaffected by the gold atoms. C  Some of the α-particles were attracted by the neutrons in the nuclei of the gold atoms. D  Some of the α-particles were repelled by the protons in the nuclei of the gold atoms.,screenshots/physics/2016/winter/component21/q37
2016,w,21,38,38  What is meant by nuclear fusion? A B C D the emission of an electron from a nucleus the emission of two protons from a nucleus the joining together of two nuclei the splitting of a nucleus into two smaller nuclei,screenshots/physics/2016/winter/component21/q38
2016,w,21,39,39  A  nucleus  undergoes  radioactive  decay.  The  proton  number  increases  by  one.  The  nucleon number does not change. Which particle has been emitted in this decay? A  a neutron B  a proton C  an α-particle D  a β-particle [Turn over 16,screenshots/physics/2016/winter/component21/q39
2016,w,22,1,1  The graph shows how the distance travelled by a vehicle changes with time. S distance Q R P 0 0 time Which row describes the speed of the vehicle in each section of the graph? A B C D P to Q constant constant increasing increasing Q to R zero zero constant zero R to S constant decreasing decreasing constant,screenshots/physics/2016/winter/component22/q1
2016,w,22,2,2  A stone falls freely from the top of a cliff. Air resistance may be ignored. Which graph shows how the acceleration of the stone varies with time as it falls? acceleration 0 0 A C acceleration time 0 0 B D time acceleration acceleration 0 0 time 0 0 time,screenshots/physics/2016/winter/component22/q2
2016,w,22,3,3  The speed-time graph for an object is shown. 3 speed m / s 20 W P 0 0 X 5 Y 15 Below are four statements about the acceleration of the object. Which statement is correct? Z 25 time / s A  The acceleration in the first 5 s is given by area P. B  The acceleration increases between W and X. C  The acceleration is negative between Y and Z. D  The deceleration between Y and Z is (20 ÷ 25) m / s2.,screenshots/physics/2016/winter/component22/q3
2016,w,22,4,"4  An object tends to keep moving with the same speed and in the same direction due to a certain property. The object also has weight due to the action of a field. What is the name of the property, and what is the name of the field? A B C D property mass mass volume volume field electric gravitational electric gravitational [Turn over",screenshots/physics/2016/winter/component22/q4
2016,w,22,5,5  A student uses a measuring cylinder and a balance to find the density of oil. The diagram shows 4 measuring cylinder containing volume V of oil oil m2 g D ( ) mm 1 2 − V the arrangement used. empty measuring cylinder m1 g Which calculation gives the density of the oil? A V 2m B V − ( )1 2 mm C m2 V,screenshots/physics/2016/winter/component22/q5
2016,w,22,6,6  An object travels in a circular path at constant speed. Which statement about the object is correct? A B C D It has changing kinetic energy. It has changing momentum. It has constant velocity. It is not accelerating.,screenshots/physics/2016/winter/component22/q6
2016,w,22,7,7  The diagrams show a spring and a graph of the length of the spring against the load applied to it. 8 5 length spring load length / cm 7 6 5 4 3 2 1 0 0 20 40 60 100 80 load / N What is the extension of the spring when a load of 40 N is applied to it? A  1.5 cm B  2.5 cm C  4.0 cm D  6.5 cm,screenshots/physics/2016/winter/component22/q7
2016,w,22,8,"8  A girl of mass 50 kg runs at 6.0 m / s. What is her momentum? A  300 J 9  Which list contains only vector quantities? B  300 kg m / s C  900 J D  900 kg m / s A  acceleration, energy, force, mass B  acceleration, force, momentum, velocity C  distance, energy, mass, speed D  distance, momentum, power, speed",screenshots/physics/2016/winter/component22/q8
2016,w,22,10,10  Electricity can be generated using different energy resources. Which energy resource is used to generate electricity without needing any moving parts? A  geothermal B  hydroelectric C  solar D  water waves [Turn over,screenshots/physics/2016/winter/component22/q10
2016,w,22,11,11  A lamp has a power input of 5.0 W. It wastes 1.0 W of power heating the surroundings. What is the efficiency of the lamp? 6 A  20% B  50% C  80% D  120%,screenshots/physics/2016/winter/component22/q11
2016,w,22,12,"12  A pendulum bob swings along the path WXYZ and back again. Resistive forces can be ignored. pendulum bob W X Y Z Which statement describes the total energy of the bob? A B C D It has a maximum value at X. It has a maximum value at Y. It has a maximum value at Z. It has the same value at W, X, Y and Z.",screenshots/physics/2016/winter/component22/q12
2016,w,22,13,13  The equation used to find the pressure caused by a liquid can be written as p = h × Y × Z where p is the pressure and h is the depth of the liquid. Which row gives the quantities Y and Z? A B C D Y Z cross-sectional area cross-sectional area gravitational field strength volume density density cross-sectional area gravitational field strength,screenshots/physics/2016/winter/component22/q13
2016,w,22,14,14  The  diagram  shows  a  gas  that  is  trapped  in  a  cylinder  by  a  piston.  The  volume  of  the  gas  is 120 cm3 and the pressure of the gas is P. 7 gas piston The piston is moved slowly to the left so that the volume of the gas is reduced to 30 cm3. The temperature of the gas does not change. What is the new pressure of the trapped gas? A P 4 B P 2 C  P D  4P,screenshots/physics/2016/winter/component22/q14
2016,w,22,15,15  A  piece  of  melting  ice  at  0 °C  and  a  beaker  of  boiling  water  are  both  in  a  laboratory.  The laboratory is at 20 °C. melting ice boiling water Bunsen burner heating water What  is  happening  to  the  temperature  of  the  melting  ice  and  what  is  happening  to  the temperature of the boiling water? A B C D temperature of melting ice temperature of boiling water constant constant increasing increasing constant increasing constant increasing [Turn over 8,screenshots/physics/2016/winter/component22/q15
2016,w,22,16,16  A puddle of water is formed after a rain shower on a windy day. Which  statement  explains  the  effect  of  the  wind  on  the  rate  of  evaporation  of  the  water  in  the puddle? A  The  wind  gives  molecules  in  the  water  extra  kinetic  energy  and  so  increases  the  rate  of evaporation. B  The  wind  removes  evaporated  water  from  near  the  surface  and  so  decreases  the  rate  of evaporation. C  The  wind  removes  evaporated  water  from  near  the  surface  and  so  increases  the  rate  of evaporation. D  The  wind  takes  energy  from  molecules  near  the  surface  and  so  decreases  the  rate  of evaporation.,screenshots/physics/2016/winter/component22/q16
2016,w,22,17,"17  A copper container of mass 0.20 kg contains 0.10 kg of water. The  specific  heat  capacity  of  copper  is  385 J / (kg °C)  and  the  specific  heat  capacity  of  water is 4200 J / (kg °C). How much energy, in joules, is needed to raise the temperature of the copper container and the water by 10 °C? A B C (0.20 × 385 × 10) – (0.10 × 4200 × 10) (0.20 × 385 × 10) + (0.10 × 4200 × 10) (0.10 + 0.20) ×    385 4200 + 2    × 10 D (0.10 + 0.20) × (4200 + 385) × 10",screenshots/physics/2016/winter/component22/q17
2016,w,22,18,"18  On  a  very  cold  day,  a  boy  puts  one  hand  on  the  metal  handlebars of his bicycle. He puts the other hand on the rubber hand grip. The  metal  feels  colder  than  the  rubber  hand  grip,  although  they  are  both  at  the  same temperature. Why is this? A  The metal has a higher melting point than the rubber. B  The metal has a lower thermal capacity than the rubber. C  The metal is a better thermal conductor than the rubber. D  The metal radiates more infra-red radiation than the rubber. 9",screenshots/physics/2016/winter/component22/q18
2016,w,22,19,19  The diagrams show four spherical objects of the same colour and same type of surface. Two of the objects are small and two are large. Two of the objects are at the same high temperature and two are at the same low temperature. Which object emits infra-red radiation at the greatest rate? C A B D low temperature high temperature low temperature high temperature,screenshots/physics/2016/winter/component22/q19
2016,w,22,20,20  Which wave has an amplitude equal to half its wavelength? displacement 1.0 / cm A B C D 0 0 –1.0 displacement / cm 1.0 0 0 –1.0 displacement / cm 1.0 0 0 –1.0 displacement / cm 1.0 0 0 –1.0 1 2 3 4 distance / cm 1 2 3 4 distance / cm 1 2 3 4 distance / cm 1 2 3 4 distance / cm [Turn over,screenshots/physics/2016/winter/component22/q20
2016,w,22,21,21  Which diagram shows what happens when plane waves pass the edge of the object shown? A B 10 object C object D object object,screenshots/physics/2016/winter/component22/q21
2016,w,22,22,22  An image is formed by a plane mirror. A second image is formed by a lens used as a magnifying glass. Which row states the nature of each of these images? plane mirror magnifying glass real real virtual virtual real virtual real virtual A B C D,screenshots/physics/2016/winter/component22/q22
2016,w,22,23,"23  The diagram shows light passing from air into glass. Two angles p and q are marked. normal 11 p q air glass Which pair of equations can both be used to calculate the refractive index n of the glass? A  n = B n = C  n = D  n = speed speed of of light in air in glass light speed speed of of in glass light light in air speed speed of of light in air in glass light speed speed of of in glass light light in air ,  n = ,  n = ,  n = ,  n = sin p sin q sin p sin q sin q sin p sin q sin p",screenshots/physics/2016/winter/component22/q23
2016,w,22,24,24  Which part of the electromagnetic spectrum is used to send television signals from a satellite to Earth? infra-red A B  microwaves C  ultraviolet D  visible light,screenshots/physics/2016/winter/component22/q24
2016,w,22,25,"25  A girl notices that, when she shouts into a cave, she hears an echo. Which wave property causes the echo? A  diffraction B  dispersion C reflection D refraction [Turn over",screenshots/physics/2016/winter/component22/q25
2016,w,22,26,26  Which property of a sound wave affects the loudness of the sound? 12 A  amplitude B frequency C  speed D  wavelength,screenshots/physics/2016/winter/component22/q26
2016,w,22,27,"27  In two separate experiments, a magnet is brought near to an unmagnetised iron bar. This causes the bar to become magnetised. experiment 1 N magnet S X iron bar experiment 2 S magnet N iron bar Y Which magnetic pole is induced at X and at Y? A B C D pole induced at X  pole induced at Y N N S S N S N S",screenshots/physics/2016/winter/component22/q27
2016,w,22,28,"28  A student suggests three methods for demagnetising a piece of steel. 1  placing it in an east-west direction and hammering it hard 2  placing it in an east-west direction and heating it until red hot 3 removing it slowly from a coil carrying alternating current Which of the methods will demagnetise the piece of steel? A  1 only B  2 only C  3 only D  1, 2 and 3",screenshots/physics/2016/winter/component22/q28
2016,w,22,29,29  The diagram shows a lamp in a circuit. 13 P Which change to the circuit would increase the current in the lamp? A  adding another resistor in parallel with the one in the circuit B  adding another resistor in series with the one in the circuit C  decreasing the electromotive force (e.m.f.) of the battery in the circuit D  moving the lamp to point P in the circuit,screenshots/physics/2016/winter/component22/q29
2016,w,22,30,30  The diagram shows a circuit. A The reading on the ammeter is 12 A. How much charge passes through the ammeter in 2.0 minutes? C  24 C D  1440 C A  0.10 C B  6.0 C,screenshots/physics/2016/winter/component22/q30
2016,w,22,31,"31  A copper wire has a resistance of 2.0 Ω. A second copper wire is twice as long as the first wire, and its diameter is twice the diameter of the first wire. What is the resistance of the second wire? A  1.0 Ω B  2.0 Ω C  8.0 Ω D  16.0 Ω [Turn over",screenshots/physics/2016/winter/component22/q31
2016,w,22,32,32  Which combination of resistors in parallel has an effective resistance of 0.50 Ω? A B 14 1.0 Ω 1.0 Ω C 1.0 Ω 3.0 Ω 2.0 Ω 2.0 Ω D 4.0 Ω 4.0 Ω,screenshots/physics/2016/winter/component22/q32
2016,w,22,33,"33  In the circuit shown, the voltmeter reads 2.0 V. A charge of 5.0 C passes through the resistor in a certain time. A  AND B  NOR C  NOT D  OR How much energy is supplied to the resistor in this time? V A  0.40 J B  2.5 J C  10 J",screenshots/physics/2016/winter/component22/q33
2016,w,22,34,34  Two NAND gates are connected together as shown. input 1 input 2 The arrangement acts like a single logic gate. What is the name of this single logic gate? D  20 J output 35  An electric kettle has a metal casing. The cable for the kettle contains a wire that is connected to 15 the earth pin of the plug. Which danger does this guard against? A B C D the cable to the kettle becoming too hot the casing of the kettle becoming live the casing of the kettle becoming wet on the outside the casing of the kettle overheating,screenshots/physics/2016/winter/component22/q34
2016,w,22,36,36  An electric current can produce a heating effect and a magnetic effect. Which row shows the effect that a relay uses and one application of a relay? A B C D effect used by a relay one application of a relay heating effect heating effect magnetic effect magnetic effect allowing a small current to switch on a large current changing the voltage of an a.c. supply allowing a small current to switch on a large current changing the voltage of an a.c. supply,screenshots/physics/2016/winter/component22/q36
2016,w,22,37,37  What happens in the process of nuclear fission? A  electrons are added to a nucleus B  electrons are removed from a nucleus C D the nucleus of an atom splits two atomic nuclei join together,screenshots/physics/2016/winter/component22/q37
2016,w,22,38,38  A β-particle enters a uniform magnetic field directed out of the page. β-particle In which direction is the β-particle deflected by the field? uniform magnetic field out of the page towards the top of the page into the page A B C  out of the page D towards the bottom of the page [Turn over 16,screenshots/physics/2016/winter/component22/q38
2016,w,22,39,39  The radioactive nucleus  Bi 214 83 decays to another nucleus by the emission of a β-particle. What is the proton number and what is the nucleon number of the nucleus formed by this decay? A B C D proton number nucleon number 81 81 84 84 210 212 213 214,screenshots/physics/2016/winter/component22/q39
2016,w,23,1,1  The graph shows how the distance travelled by a vehicle changes with time. S distance Q R P 0 0 time Which row describes the speed of the vehicle in each section of the graph? A B C D P to Q constant constant increasing increasing Q to R zero zero constant zero R to S constant decreasing decreasing constant,screenshots/physics/2016/winter/component23/q1
2016,w,23,2,2  A stone falls freely from the top of a cliff. Air resistance may be ignored. Which graph shows how the acceleration of the stone varies with time as it falls? acceleration 0 0 A C acceleration time 0 0 B D time acceleration acceleration 0 0 time 0 0 time,screenshots/physics/2016/winter/component23/q2
2016,w,23,3,3  The speed-time graph for an object is shown. 3 speed m / s 10 W 0 0 X 10 Y 30 Below are four statements about the acceleration of the object. Which statement is true? A  The acceleration in the first 10 s is (10 ÷ 10) m / s2. B  The acceleration increases between W and X. C  The acceleration decreases between Y and Z. D  The deceleration between Y and Z is (10 ÷ 50) m / s2.,screenshots/physics/2016/winter/component23/q3
2016,w,23,4,"4  An astronaut on the Moon weighs less than on Earth. Z 50 time / s What is the reason for  this difference, and how does his  mass on the Moon compare with  his mass on Earth? reason for weight difference mass on Moon the Moon has a weaker gravitational field the Moon has a weaker gravitational field the Moon has a weaker magnetic field the Moon has a weaker magnetic field less than on Earth same as on Earth less than on Earth same as on Earth A B C D [Turn over 4",screenshots/physics/2016/winter/component23/q4
