year,month,component,question number,text,screenshot_path
2017,w,22,24,24  Why is argon gas used to fill electric lamps? 9 A B C D It conducts electricity. It glows when heated. It is less dense than air. It is not reactive.,2017/winter/component22/q24.png
2017,w,22,25,25  What is a property of all metals? A  conduct electricity B  hard C D low melting points react with water,2017/winter/component22/q25.png
2017,w,22,27,27  Which statement about the metal zinc is not correct? A B C D It forms an oxide more readily than iron. It is manufactured by the electrolysis of zinc blende. It is used to make brass. It is used to prevent iron from rusting.,2017/winter/component22/q27.png
2017,w,22,28,28  Calcium nitrate decomposes when it is heated. What is the equation for the thermal decomposition of calcium nitrate? A  2Ca(NO3)2  →  2CaO  +  O2  + 4NO2 B  Ca(NO3)2  →  Ca(NO2)2  +  O2 C  Ca(NO3)2  →  Ca  +  O2  +  2NO2 D  Ca(NO3)2  →  Ca  +  3O2  +  N2 [Turn over,2017/winter/component22/q28.png
2017,w,22,29,29  The flow chart shows stages in the treatment of river water to produce drinking water. 10 river water settling tank stage X stage Y drinking water What occurs at stages X and Y? A B C D X distillation distillation filtration filtration Y chlorination filtration chlorination distillation,2017/winter/component22/q29.png
2017,w,22,30,30  An experiment to investigate the effect of galvanising iron is shown. pure iron X Y galvanised iron water air The experiment is left for seven days. What happens to the water level in tubes X and Y? A B C D tube X falls tube Y rises no change no change rises rises falls no change,2017/winter/component22/q30.png
2017,w,22,31,31  Which metal is used as a catalyst in the Haber process for the manufacture of ammonia? iron A B  nickel C  platinum D  vanadium,2017/winter/component22/q31.png
2017,w,22,32,32  Which process removes carbon dioxide from the atmosphere? 11 A  combustion of fossil fuels B  decomposition of carbonates C  photosynthesis D respiration,2017/winter/component22/q32.png
2017,w,22,33,33  Which row shows the conditions used in the manufacture of sulfuric acid by the Contact process? A B C D temperature / °C pressure / atm catalyst 40 40 400 400 200 200 2 2 Fe V2O5 Fe V2O5,2017/winter/component22/q33.png
2017,w,22,34,"34  Some marble chips (calcium carbonate) are heated strongly and substances X and Y are formed. Substance X is a white solid that reacts with water, giving out heat. Substance Y is a colourless gas. What are substances X and Y? A B C D X calcium chloride calcium hydroxide calcium oxide calcium sulfate Y oxygen carbon dioxide carbon dioxide oxygen",2017/winter/component22/q34.png
2017,w,22,35,35  The structures of four organic compounds are shown. S T H H C H H C H H H H C C H H C H H H H C H U H V H C H H C H H C C H H H H H C H C H Which compounds are unsaturated? A  S only B  T and U C  U only D  V only [Turn over,2017/winter/component22/q35.png
2017,w,22,36,"36  Which statement is not correct? 12 A  Petroleum is a mixture of hydrocarbons. B  The main constituent of natural gas is ethane. C  The naphtha fraction of petroleum is used for making chemicals. D  When natural gas burns in air, carbon dioxide and water are formed.",2017/winter/component22/q36.png
2017,w,22,37,"37  X, Y and Z are three hydrocarbons. X  CH2=CH2 Y  CH3–CH=CH2 Z  CH3–CH2–CH=CH2 What do compounds X, Y and Z have in common? 1  They are all alkenes. 2  They are all part of the same homologous series. 3  They all have the same boiling point. A  1, 2 and 3 B  1 and 2 only  C  1 and 3 only  D  2 and 3 only 38  The diagram shows a reaction sequence. X butane ethene Y Z ethanol carbon dioxide and water Which row names the processes X, Y and Z? A B C D X cracking cracking distillation distillation Y Z fermentation hydration fermentation hydration respiration combustion respiration combustion",2017/winter/component22/q37.png
2017,w,22,39,39  The structure of an ester is shown. H H O H 13 H C H C H C O C H Which substances react to form this ester? H C H H A  ethanol and ethanoic acid B  ethanol and propanoic acid C  propanol and ethanoic acid D  propanol and propanoic acid,2017/winter/component22/q39.png
2017,w,22,40,40  A polymer can be made from methyl propene. H CH3 C C CH3 Which diagram shows the structure of the polymer? H CH3 C CH3 H C H CH3 C CH3 CH3 C CH3 H C H A C H C H CH3 C CH3 C CH3 C CH3 CH3 CH3 H C H H C H H C H B H C H C H C H C H C H C CH3 CH3 CH3 CH3 CH3 CH3 D H C H CH3 C CH3 H C H CH3 C CH3 H C H CH3 C CH3 14,2017/winter/component22/q40.png
2017,w,23,1,1  Which statement describes sublimation? 2 A  Particles moving slowly past each other speed up and move further apart. B  Particles vibrating next to each other become mobile and move slowly past each other. C  Particles vibrating next to each other start to move rapidly and move further apart. D  Rapidly moving particles slow down and move closer together.,2017/winter/component23/q1.png
2017,w,23,2,2  25 cm3 of an alkali are added to 20 cm3 of an acid. The temperature change is measured. Which apparatus is not needed in the experiment? A  25 cm3 measuring cylinder B  100 cm3 beaker C  balance D thermometer,2017/winter/component23/q2.png
2017,w,23,3,3  The painkiller paracetamol is synthesised from 4-aminophenol. Chromatography  was  carried  out  on  an  impure  sample  of paracetamol.  The  results  are  shown (not drawn to scale). solvent front 0.35 cm 0.26 cm 0.17 cm key S P = impure sample of paracetamol = pure paracetamol baseline S P The sample of paracetamol was contaminated with 4-aminophenol only. What is the Rf value of 4-aminophenol? A  0.49 B  0.65 C  0.74 D  1.35,2017/winter/component23/q3.png
2017,w,23,4,4  Which compound is silicon(IV) oxide? 3 A B C D melting point / °C good electrical conductor when solid good electrical conductor when molten –73 801 1495 1710 no no yes no no yes yes no,2017/winter/component23/q4.png
2017,w,23,5,"5  Carbon has three naturally occurring isotopes, 12C, 13C and 14C. Which statement explains why the isotopes have the same chemical properties? A  They have the same number of electrons in the first shell. B  They have the same number of electrons in the outer shell. C  They have the same number of neutrons in the nucleus. D  They have the same number of protons as neutrons.",2017/winter/component23/q5.png
2017,w,23,6,6  Which  dot-and-cross  diagram  shows  the  outer  shell  electron  arrangement  in  a  molecule  of carbon dioxide? A C O B C O O C C O O O O D C O,2017/winter/component23/q6.png
2017,w,23,7,"7  The  equation hydrochloric acid to form magnesium chloride and water. represents the reaction  between  solid  magnesium  oxide  and  dilute MgO  +  2HCl  →  MgCl 2  +  H2O Which row shows the state symbols for hydrochloric acid, magnesium chloride and water? A B C D HCl (aq) (aq) (l) (l) MgCl 2 (aq) (l) (aq) (l) H2O (l) (l) (aq) (aq) [Turn over",2017/winter/component23/q7.png
2017,w,23,8,"8  A compound contains 34.5% calcium, 24.1% silicon and 41.4% oxygen by mass. What is its empirical formula? 4 A  Ca2SiO3 B  CaSiO3 C  CaSi2O3 D  CaSiO6",2017/winter/component23/q8.png
2017,w,23,9,9  Which statements about the electrolysis of concentrated copper(II) chloride are correct? 1  Electrons are transferred from the cathode to the copper(II) ions. 2  Electrons move round the external circuit from the cathode to the anode. 3  Chloride ions are attracted to the anode. 4  Hydroxide ions transfer electrons to the cathode. A  1 and 3 B  1 and 4 C  2 and 3 D  2 and 4,2017/winter/component23/q9.png
2017,w,23,10,10  Which metal combination produces the highest voltage reading in the cells shown? A B Cu Zn Fe V C V Cu Cu Mg V D V Cu Cu,2017/winter/component23/q10.png
2017,w,23,11,11  Some bond energies are shown in the table. 5 bond H–H O=O H–O bond energy in kJ / mol +436 +496 +460 Hydrogen reacts with oxygen. The reaction is exothermic. 2H2(g)  +  O2(g)  →  2H2O(g) What is the energy change for the reaction? A  –3208 kJ / mol B  –908 kJ / mol C  –472 kJ / mol D  –448 kJ / mol,2017/winter/component23/q11.png
2017,w,23,12,12  Which statement describes an exothermic reaction? A  The  energy  absorbed  for  bond  breaking  is  greater  than  the  energy  released  by  bond formation. B  The energy absorbed for bond breaking is less than the energy released by bond formation. C  The  energy  released  by  bond  breaking  is  greater  than  the  energy  absorbed  for  bond formation. D  The energy released by bond breaking is less than the energy absorbed for bond formation.,2017/winter/component23/q12.png
2017,w,23,13,13  The mass of a beaker and its contents is plotted against time. Which graph represents what happens when sodium carbonate reacts with an excess of dilute hydrochloric acid in an open beaker? B C D A mass mass mass mass 0 0 time 0 0 time 0 0 time 0 0 time [Turn over,2017/winter/component23/q13.png
2017,w,23,14,14   Silver chloride reacts when it is exposed to light. Which row shows what happens to the silver in this process? 6 A B C D half-equation type of reaction Ag  →  Ag+  +  e– Ag  →  Ag+  +  e– Ag+  +  e–  →  Ag Ag+  +  e–  →  Ag oxidation reduction oxidation reduction,2017/winter/component23/q14.png
2017,w,23,15,"15  Which statement about the effect of concentration and temperature on the rate of a reaction is not correct? A B C D If the concentration of a reactant is increased, the rate of reaction increases because more particles have sufficient energy to react. If the concentration of a reactant is increased, the rate of reaction increases because there are more collisions between particles per second. If  the  temperature  is  increased,  the  rate  of  reaction  increases  because  there  are  more collisions between particles per second. If the temperature is increased, the rate of reaction increases because more particles have sufficient energy to react.",2017/winter/component23/q15.png
2017,w,23,16,16  The following reaction has reached equilibrium in a closed system. 2SO2(g)  +  O2(g) 2SO3(g) The forward reaction is exothermic. Which row shows the effect of increasing the pressure on the equilibrium mixture? A B C D reaction rate amount of SO2  amount of SO3 increases increases unchanged unchanged decreases increases decreases increases increases decreases increases decreases,2017/winter/component23/q16.png
2017,w,23,17,17  Some properties of four oxides are listed. Oxide 1 reacts with both acids and alkalis to form salts. 7 Oxide 2 reacts with acids to form salts but does not react with alkalis. Oxide 3 reacts with alkalis to form salts but does not react with acids. Oxide 4 does not react with acids or alkalis. Which row describes the oxides? A B C D oxide 1 oxide 2 oxide 3 amphoteric amphoteric neutral neutral acidic basic acidic basic basic acidic basic acidic oxide 4 neutral neutral amphoteric amphoteric,2017/winter/component23/q17.png
2017,w,23,18,18  What is not a typical characteristic of acids? A  They react with alkalis producing water. B  They react with all metals producing hydrogen. C  They react with carbonates producing carbon dioxide. D  They turn blue litmus paper red.,2017/winter/component23/q18.png
2017,w,23,19,"19  Three solids, P, Q and R, all react with dilute sulfuric acid to produce zinc sulfate. P and R produce gases during the reaction. The gas produced when P reacts will not burn. The gas produced when R reacts will burn. What are P, Q and R? A B C D P zinc zinc carbonate zinc carbonate zinc oxide Q R zinc hydroxide zinc carbonate zinc zinc oxide zinc hydroxide zinc carbonate zinc zinc",2017/winter/component23/q19.png
2017,w,23,20,20  Which ion forms a green precipitate with aqueous sodium hydroxide that dissolves in an excess of aqueous sodium hydroxide? A  Ca2+ B  Cr3+ C  Cu2+ D  Fe2+ [Turn over,2017/winter/component23/q20.png
2017,w,23,21,21  A period of the Periodic Table is shown. 8 group I element  R II S III T IV V VI  VII  VIII V  W X Y Z The letters are not their chemical symbols. Which statement is correct? A  Element R does not conduct electricity. B  Elements R and Y react together to form an ionic compound. C  Element Z exists as a diatomic molecule. D  Element Z reacts with element T.,2017/winter/component23/q21.png
2017,w,23,22,22  Some properties of element X are shown. melting point  in °C boiling point  in °C 98 883 reaction with cold water gives off H2 gas reaction when heated with oxygen burns to give a white solid In which part of the Periodic Table is X found? A  Group I B  Group VII C  Group VIII D transition elements,2017/winter/component23/q22.png
2017,w,23,23,23  The table gives some properties of an element. 9 melting point in °C appearance of the element 3422 grey appearance of the chloride of the element dark blue density in g / cm3 electrical conductivity when solid 19.2 good Which other property would you expect this element to have? A  acts as a catalyst B  brittle C D  highly reactive with water forms an acidic oxide,2017/winter/component23/q23.png
2017,w,23,24,24  Why is argon gas used to fill electric lamps? A B C D It conducts electricity. It glows when heated. It is less dense than air. It is not reactive.,2017/winter/component23/q24.png
2017,w,23,25,25  What is a property of all metals? A  conduct electricity B  hard C D low melting points react with water,2017/winter/component23/q25.png
2017,w,23,26,26  Aluminium is obtained by the electrolysis of a mixture of aluminium oxide and cryolite. Why is cryolite used? A  as a catalyst to speed up the process B  as a coolant to prevent the process getting too hot C  as a solvent for aluminium oxide D  as the main source of aluminium ions [Turn over,2017/winter/component23/q26.png
2017,w,23,27,27  Metal M is mixed with copper to produce brass. What is M? 10 A  chromium B  nickel C  vanadium D  zinc,2017/winter/component23/q27.png
2017,w,23,28,28  Some metal nitrates and carbonates decompose when heated strongly. Metal Q has a nitrate that decomposes to give a salt and a colourless gas only. The carbonate of metal Q does not decompose when heated with a Bunsen burner. What is metal Q? A  calcium B  copper C  sodium D  zinc,2017/winter/component23/q28.png
2017,w,23,29,29  The flow chart shows stages in the treatment of river water to produce drinking water. river water settling tank stage X stage Y drinking water What occurs at stages X and Y? A B C D X distillation distillation filtration filtration Y chlorination filtration chlorination distillation,2017/winter/component23/q29.png
2017,w,23,30,"30  A piece of zinc is attached to the hull of a steel boat. Steel is an alloy of iron. Which statement explains why the zinc prevents the iron from rusting? 11 A  Zinc is less reactive than iron, and iron is less likely to lose electrons than zinc. B  Zinc is less reactive than iron, and iron is more likely to lose electrons than zinc. C  Zinc is more reactive than iron, and iron is less likely to lose electrons than zinc. D  Zinc is more reactive than iron, and iron is more likely to lose electrons than zinc.",2017/winter/component23/q30.png
2017,w,23,31,31  The Haber process for making ammonia is carried out at a temperature of 450 °C and a pressure of 200 atmospheres in the presence of a catalyst. Which statement is not correct? A  Lowering the pressure increases the rate at which ammonia is produced. B  Lowering the temperature slows down the rate at which ammonia is produced. C  Maintaining a very high pressure is very difficult and needs expensive equipment. D  The reaction is a reversible reaction which can proceed forwards and backwards.,2017/winter/component23/q31.png
2017,w,23,32,32  Which process does not produce carbon dioxide? A  combustion of methane B  photosynthesis C D respiration thermal decomposition of calcium carbonate,2017/winter/component23/q32.png
2017,w,23,33,33  Which row shows the conditions used in the manufacture of sulfuric acid by the Contact process? A B C D temperature / °C pressure / atm catalyst 40 40 400 400 200 200 2 2 Fe V2O5 Fe V2O5 [Turn over What are substances X and Y? A B C D X calcium chloride calcium hydroxide calcium oxide calcium sulfate Y oxygen carbon dioxide carbon dioxide oxygen,2017/winter/component23/q33.png
2017,w,23,35,35  The structure of compound R is shown. H H C H What is R? H C H H C OH H A  propane B  propanoic acid C  propanol D  propene 12,2017/winter/component23/q35.png
2017,w,23,34,"34  Some marble chips (calcium carbonate) are heated strongly and substances X and Y are formed. Substance X is a white solid that reacts with water, giving out heat. Substance Y is a colourless gas. 36  Fuel oil and naphtha are two fractions obtained from petroleum. What are the major uses of these fractions? A B C D fuel oil jet fuel jet fuel ship fuel ship fuel naphtha making chemicals making roads making chemicals making roads 13",2017/winter/component23/q34.png
2017,w,23,37,"37  X, Y and Z are three hydrocarbons. X  CH2=CH2 Y  CH3–CH=CH2 Z  CH3–CH2–CH=CH2 What do compounds X, Y and Z have in common? 1  They are all alkenes. 2  They are all part of the same homologous series. 3  They all have the same boiling point. A  1, 2 and 3 B  1 and 2 only  C  1 and 3 only  D  2 and 3 only 38  The diagram shows a reaction sequence. X butane ethene Y Z ethanol carbon dioxide and water Which row names the processes X, Y and Z? A B C D X cracking cracking distillation distillation Y Z fermentation hydration fermentation hydration respiration combustion respiration combustion",2017/winter/component23/q37.png
2017,w,23,39,39  The structure of an ester is shown. H H H C H C C H O O H C H H C H H C H H C H H Which combination of carboxylic acid and alcohol produces this ester? A B C D carboxylic acid butanoic acid butanoic acid ethanoic acid propanoic acid alcohol ethanol propanol butanol butanol [Turn over 14,2017/winter/component23/q39.png
2017,w,23,40,40  The equation shows the formation of a polymer called Kevlar. n HOOC COOH + n H2N NH2 O C – H2O O C N H N H n Which row describes Kevlar? A B C D how the polymer is formed type of polymer addition polymerisation addition polymerisation condensation polymerisation condensation polymerisation polyamide polyester polyamide polyester 15,2017/winter/component23/q40.png
2017,w,21,1,1  Which process causes the greatest increase in the distance between particles? 2 A  condensation B freezing C  melting D  sublimation,2017/winter/component21/q1.png
2017,w,21,2,"2  A student put 25.0 cm3 of dilute hydrochloric acid into a conical flask. The student added 2.5 g of solid sodium carbonate and measured the change in temperature of the mixture. Which apparatus does the student need to use to obtain the most accurate results? A  balance, measuring cylinder, thermometer B  balance, pipette, stopwatch C  balance, pipette, thermometer D  burette, pipette, thermometer",2017/winter/component21/q2.png
2017,w,21,3,3  The results obtained from a chromatogram are shown. distance travelled / cm solvent substance X substance Y 5.0 3.0 2.5 Which row gives the Rf values of substance X and substance Y? A B C D Rf (X) Rf (Y) 0.5 0.6 1.6 2.0 0.6 0.5 2.0 1.6 3,2017/winter/component21/q3.png
2017,w,21,4,4  Two statements about silicon(IV) oxide are given. 1 2 It is a hard substance. It has a macromolecular structure with strong covalent bonds. Which is correct? A  Both statements are correct and statement 2 explains statement 1. B  Both statements are correct but statement 2 does not explain statement 1. C  Statement 1 is correct but statement 2 is not correct. D  Statement 2 is correct but statement 1 is not correct.,2017/winter/component21/q4.png
2017,w,21,5,5  Which statement explains why isotopes of the same element have the same chemical properties? A  They have a different number of neutrons in the nucleus. B  They have the same number of neutrons in the nucleus. C  They have the same number of outer shell electrons. D  They have the same number of protons as neutrons.,2017/winter/component21/q5.png
2017,w,21,6,6  Which  dot-and-cross  diagram  shows  the  outer  shell  electron  arrangement  in  a  molecule  of nitrogen? A B C D N N N N N N N N,2017/winter/component21/q6.png
2017,w,21,7,7  The equation for the reaction between barium chloride solution and dilute sulfuric acid is shown. BaCl 2  +  H2SO4  →  BaSO4  +  2HCl Which row shows the state symbols for this equation? A B C D BaCl 2 H2SO4 BaSO4 2HCl (aq) (aq) (l) (aq) (aq) (l) (aq) (l) (s) (s) (s) (aq) (aq) (aq) (l) (l) [Turn over,2017/winter/component21/q7.png
2017,w,21,8,8  A compound is analysed and found to contain 85.7% carbon and 14.3% hydrogen. What is its empirical formula? 4 A  CH B  CH2 C  C2H4 D  C6H,2017/winter/component21/q8.png
2017,w,21,9,9  Which statements about the electrolysis of concentrated copper(II) chloride are correct? 1  Electrons are transferred from the cathode to the copper(II) ions. 2  Electrons move round the external circuit from the cathode to the anode. 3  Chloride ions are attracted to the anode. 4  Hydroxide ions transfer electrons to the cathode. A  1 and 3 B  1 and 4 C  2 and 3 D  2 and 4,2017/winter/component21/q9.png
2017,w,21,10,10  Which metal combination produces the highest voltage reading in the cells shown? A B Cu Zn Fe V C V Cu Cu Mg V D V Cu Cu 5,2017/winter/component21/q10.png
2017,w,21,11,11  The compound hydrazine is used as a rocket fuel. It has the structural formula shown. H H N N H H One of the reactions of hydrazine is shown. This reaction is exothermic. The bond energies are shown in the table. N2H4  →  N2  +  2H2 H–H N–H N–N N≡N bond energy in kJ / mol +436 +390 +160 +945 What is the energy change for this reaction? A  –339 kJ / mol  B  –97 kJ / mol C  +97 kJ / mol D  +339 kJ / mol 12  Which statement describes an exothermic reaction? A  The  energy  absorbed  for  bond  breaking  is  greater  than  the  energy  released  by  bond formation. B  The energy absorbed for bond breaking is less than the energy released by bond formation. C  The  energy  released  by  bond  breaking  is  greater  than  the  energy  absorbed  for  bond formation. D  The energy released by bond breaking is less than the energy absorbed for bond formation.,2017/winter/component21/q11.png
2017,w,21,13,13  The mass of a beaker and its contents is plotted against time. Which graph represents what happens when sodium carbonate reacts with an excess of dilute hydrochloric acid in an open beaker? B A C D mass mass mass mass 0 0 time 0 0 time 0 0 time 0 0 time [Turn over,2017/winter/component21/q13.png
2017,w,21,14,14  Copper(II) oxide reacts with hydrogen. CuO  +  H2  →  Cu  +  H2O 6 oxidising agent reducing agent Which row is correct? A B C D H2 CuO H2O Cu CuO H2 Cu H2O,2017/winter/component21/q14.png
2017,w,21,15,15  Ethanoic acid reacts slowly with calcium carbonate. Which statements explain why an increase in temperature increases the rate of the reaction? 1  The activation energy of the reaction is decreased. 2  There is an increase in collision rate. 3  The particles have more energy. 4  There will be fewer successful collisions. A  1 and 2 B  1 and 3 C  2 and 3 D  2 and 4,2017/winter/component21/q15.png
2017,w,21,16,16  Methane reacts with steam to produce hydrogen and carbon monoxide. The equation for the reaction is shown. CH4(g)  +  H2O(g) 3H2(g)  +  CO(g) The reaction is reversible. The forward reaction is endothermic. Which changes in temperature and pressure increase the equilibrium yield of carbon monoxide? A B C D temperature pressure decrease decrease increase increase decrease increase decrease increase,2017/winter/component21/q16.png
2017,w,21,17,17  Some properties of four oxides are listed. Oxide 1 reacts with both acids and alkalis to form salts. 7 Oxide 2 reacts with acids to form salts but does not react with alkalis. Oxide 3 reacts with alkalis to form salts but does not react with acids. Oxide 4 does not react with acids or alkalis. Which row describes the oxides? A B C D oxide 1 oxide 2 oxide 3 amphoteric amphoteric neutral neutral acidic basic acidic basic basic acidic basic acidic oxide 4 neutral neutral amphoteric amphoteric,2017/winter/component21/q17.png
2017,w,21,18,18  What is not a typical characteristic of acids? A  They react with alkalis producing water. B  They react with all metals producing hydrogen. C  They react with carbonates producing carbon dioxide. D  They turn blue litmus paper red.,2017/winter/component21/q18.png
2017,w,21,19,19  Zinc sulfate is made by reacting an excess of zinc oxide with dilute sulfuric acid. The excess zinc oxide is then removed from the solution. Which process is used to obtain solid zinc sulfate from the solution? A  crystallisation B  dissolving C D filtration fractional distillation,2017/winter/component21/q19.png
2017,w,21,20,20  What is used to test for chlorine? A  a glowing splint B  damp litmus paper C D  potassium manganate(VII) solution limewater [Turn over,2017/winter/component21/q20.png
2017,w,21,21,21  Which statements about the trends across a period of the Periodic Table are correct? 8 1  Aluminium is more metallic than sodium. 2  Beryllium is more metallic than carbon. 3  Boron is more metallic than lithium. 4  Magnesium is more metallic than silicon. A  1 and 2 B  1 and 3 C  2 and 4 D  3 and 4,2017/winter/component21/q21.png
2017,w,21,22,"22  Astatine is an element in Group VII of the Periodic Table. Astatine is ......1...... reactive than iodine. The melting point of astatine is ......2...... than the melting point of iodine. Astatine is ......3...... in colour than bromine. Which words complete gaps 1, 2 and 3? A B C D 1 less less more more 2 higher lower higher lower 3 darker lighter darker lighter",2017/winter/component21/q22.png
2017,w,21,23,23  Which row describes the properties of a typical transition element? A B C D melting point forms coloured compounds can act as a catalyst high high low low no yes no yes no yes yes no,2017/winter/component21/q23.png
2017,w,21,24,24  Why is argon gas used to fill electric lamps? A B C D It conducts electricity. It glows when heated. It is less dense than air. It is not reactive.,2017/winter/component21/q24.png
2017,w,21,25,25  What is a property of all metals? 9 A  conduct electricity B  hard C D low melting points react with water,2017/winter/component21/q25.png
2017,w,21,26,26  Aluminium is extracted by the electrolysis of aluminium oxide. Which statement is not correct? A  Aluminium ions are oxidised at the cathode. B  Carbon dioxide is made at the anode. C  Cryolite is added to lower the melting point of the aluminium oxide. D  The electrodes are made from graphite.,2017/winter/component21/q26.png
2017,w,21,27,27  Which row describes how the metals are used? mixed with zinc to form brass used to galvanise iron aluminium aluminium copper copper tin zinc tin zinc A B C D [Turn over 10,2017/winter/component21/q27.png
2017,w,21,28,"28  Information about the nitrates and carbonates of two metals, Q and R, is shown. nitrate of Q carbonate of Q nitrate of R carbonate of R appearance white solid white solid white solid white solid solubility in water effect of heat soluble soluble soluble insoluble colourless gas evolved which relights a glowing splint no reaction brown gas evolved colourless gas evolved which turns limewater milky Which statement is correct? A  Q is calcium and R is magnesium. B  Q is magnesium and R is sodium. C  Q is potassium and R is copper. D  Q is sodium and R is calcium.",2017/winter/component21/q28.png
2017,w,21,29,29  The flow chart shows stages in the treatment of river water to produce drinking water. river water settling tank stage X stage Y drinking water What occurs at stages X and Y? A B C D X distillation distillation filtration filtration Y chlorination filtration chlorination distillation,2017/winter/component21/q29.png
2017,w,21,30,30  Four iron nails had different metals wrapped around them. The nails were placed in an open dish filled with water and left for a week. 11 Which iron nail has no protection against rusting? A wrapped in aluminium D wrapped in zinc 31  Ammonia is made by the Haber process. N2  +  3H2 B wrapped in copper C wrapped in magnesium 2NH3 What are the sources of the nitrogen and hydrogen used in the Haber process? A B C D nitrogen fertilisers fertilisers the air the air hydrogen reacting methane with steam the air reacting methane with steam the air,2017/winter/component21/q30.png
2017,w,21,32,32  Which process does not produce carbon dioxide? A  combustion of alkanes B  photosynthesis C D respiration thermal decomposition of limestone [Turn over,2017/winter/component21/q32.png
2017,w,21,33,33  Which row shows the conditions used in the manufacture of sulfuric acid by the Contact process? 12 A B C D temperature / °C pressure / atm catalyst 40 40 400 400 200 200 2 2 Fe V2O5 Fe V2O5,2017/winter/component21/q33.png
2017,w,21,34,"34  Some marble chips (calcium carbonate) are heated strongly and substances X and Y are formed. Substance X is a white solid that reacts with water, giving out heat. Substance Y is a colourless gas. What are substances X and Y? A B C D X calcium chloride calcium hydroxide calcium oxide calcium sulfate Y oxygen carbon dioxide carbon dioxide oxygen",2017/winter/component21/q34.png
2017,w,21,35,35  The structures of some organic molecules are shown. 1 2 3 H H C C H3C CH3 CH3 C H C H H CH3 H H CH3 C H H C H H H Which structures represent an alkane with four carbon atoms? A  1 only B  2 and 3 C  2 and 4 D  3 and 4 4 CH3 C H H C H CH3,2017/winter/component21/q35.png
2017,w,21,36,36  Some of the fractions obtained from the fractional distillation of petroleum are used as fuels for vehicles. 13 Which two fractions are used as fuels for vehicles? A  bitumen fraction and gasoline fraction B  bitumen fraction and naphtha fraction C  gasoline fraction and kerosene fraction D  kerosene fraction and lubricating fraction,2017/winter/component21/q36.png
2017,w,21,37,"37  X, Y and Z are three hydrocarbons. X  CH2=CH2 Y  CH3–CH=CH2 Z  CH3–CH2–CH=CH2 What do compounds X, Y and Z have in common? 1  They are all alkenes. 2  They are all part of the same homologous series. 3  They all have the same boiling point. A  1, 2 and 3 B  1 and 2 only  C  1 and 3 only  D  2 and 3 only Y Z ethanol carbon dioxide and water 38  The diagram shows a reaction sequence. X butane ethene Which row names the processes X, Y and Z? A B C D X cracking cracking distillation distillation Y Z fermentation hydration fermentation hydration respiration combustion respiration combustion",2017/winter/component21/q37.png
2017,w,21,39,39  Which pair of compounds can be used to prepare CH3CH2COOCH2CH3? A  ethanoic acid and ethanol B  ethanoic acid and propanol C  propanoic acid and ethanol D  propanoic acid and propanol [Turn over,2017/winter/component21/q39.png
2017,w,21,40,40  The structure of a synthetic polymer is shown. O O 14 O C C N H C N H O C N H O C N H The structure shows that it is a ......1...... . It is formed by ......2...... polymerisation. Which words complete gaps 1 and 2? A B C D 1 polyamide polyamide polyester polyester 2 addition condensation addition condensation 15,2017/winter/component21/q40.png
2018,m,22,1,"1  Hydrogen chloride gas, HCl, reacts with ammonia gas, NH3, to form solid ammonium chloride. The apparatus is set up as shown. After a few minutes, solid ammonium chloride forms where the two gases meet. solid ammonium chloride source of hydrogen chloride gas source of ammonia gas The experiment is repeated using hydrogen bromide, HBr, in place of hydrogen chloride. How far along the tube does the solid ammonium bromide form? A B C D source of hydrogen bromide gas source of ammonia gas",2018/march/component22/q1.png
2018,m,22,2,2  Substance L melts at –7 °C and is a brown liquid at room temperature. Which temperature is the boiling point of pure L? A  –77 °C B  –7 °C to +7 °C C  59 °C D  107 °C to 117 °C,2018/march/component22/q2.png
2018,m,22,3,3  Chromatography is done on a mixture containing a drug. The drug has an Rf value of 0.66. The diagram is not drawn to scale. 3 Which spot on the chromatogram represents the drug? solvent front A B C D 15 cm baseline,2018/march/component22/q3.png
2018,m,22,4,"4  Caesium, Cs, is an element in Group I of the Periodic Table. When caesium reacts it forms a positive ion, Cs+. 12 cm 9.9 cm 0.66 cm How is a caesium ion formed? A  A caesium atom gains a proton. B  A caesium atom gains an electron. C  A caesium atom loses an electron. D  A caesium atom shares an electron.",2018/march/component22/q4.png
2018,m,22,5,"5  The structure of copper is described as a lattice of positive ions in a ‘sea of electrons’. Which statements are correct? 1  Copper  has  a  high  melting  point  because  of  the  strong  electrostatic  attraction between the positive ions and the ‘sea of electrons’. 2  Copper is malleable because the layers of atoms in the lattice can slide over each other. 3  Copper atoms can be oxidised to form copper ions by losing electrons. A  1, 2 and 3 B  1 and 2 only  C  1 and 3 only  D  2 and 3 only [Turn over 6  Three statements about diamond, graphite and silicon(IV) oxide are listed. 1  Diamond and graphite both have giant covalent structures. 4 2 In silicon(IV) oxide, silicon and oxygen atoms are joined together by covalent bonds throughout the whole structure. 3  Diamond and silicon(IV) oxide have similar structures. Which statements are correct? A  1, 2 and 3 B  1 and 2 only  C  1 and 3 only  D  2 and 3 only 7  The concentration of a hydrochloric acid solution is 0.5 mol / dm3. How many moles of hydrochloric acid are present in 25 cm3 of this solution? A  0.0125 B  0.0200 C  12.5 D  20.0",2018/march/component22/q5.png
2018,m,22,8,8  A sample of an iron oxide contains 50.4 g of iron and 21.6 g of oxygen. What is the empirical formula of the iron oxide? A  FeO B  FeO3 C  Fe2O3 D  Fe3O2,2018/march/component22/q8.png
